"MiscUnit","CLAF","PRID","Drain","Layer","TopDep","BotDep","CFRAG","CFRAG_std","SDTO","SDTO_std","STPC","STPC_std","CLPC","CLPC_std","PSCL","BULK","BULK_std","TAWC","TAWC_std","CECS","CECS_std","TEB","TEB_std","BSAT","BSAT_std","ECEC","ECEC_std","CECc","CECc_std","ESP","ESP_std","ALSA","ALSA_std","PHAQ","PHAQ_std","TCEQ","TCEQ_std","GYPS","GYPS_std","ELCO","ELCO_std","TOTN","TOTN_std","CNrt","CNrt_std","ORGC","ORGC_std"
"N","PZh","PZh/B","W","D4",60,80,25,16.00,65,22.00,29,20.00,6,6.00,"C",1.63,0.20,19,6.00,6,4.00,3.00,2.00,37,26.00,3.00,2.00,63.00,33.00,2,1.00,32,27.00,5.30,0.40,0.00,0.00,0.00,0.00,0.10,0.00,0.66,0.56,16.00,9.00,4.66,4.21
"N","PZh","PZh/B","W","D5",80,100,25,17.00,68,23.00,26,20.00,6,6.00,"C",1.72,0.17,18,5.00,5,3.00,3.00,3.00,46,30.00,3.00,2.00,59.00,27.00,2,1.00,16,11.00,5.40,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.51,0.40,15.00,9.00,2.74,2.47
"N","PZh","PZh/B","W","D6",100,150,26,16.00,69,23.00,25,19.00,6,7.00,"C",1.77,0.15,16,4.00,5,4.00,3.00,3.00,52,32.00,3.00,2.00,57.00,25.00,2,1.00,12,8.00,5.50,0.40,0.00,0.00,0.00,0.00,0.10,0.00,0.33,0.24,14.00,10.00,1.80,1.64
"N","PZh","PZh/B","W","D7",150,200,26,16.00,70,22.00,24,18.00,6,7.00,"C",1.83,0.14,15,5.00,4,2.00,4.00,3.00,67,32.00,4.00,3.00,55.00,19.00,2,1.00,10,4.00,5.70,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.20,11.00,8.00,1.06,0.74
"N","PZh","PZh/C","W","D1",0,20,10,7.00,67,21.00,27,18.00,6,5.00,"C",1.13,0.32,22,6.00,29,22.00,5.00,6.00,10,7.00,12.00,9.00,83.00,43.00,1,0.00,37,32.00,4.30,0.50,0.00,0.00,0.00,0.00,0.10,0.10,3.28,2.17,24.00,7.00,73.26,55.21
"N","PZh","PZh/C","W","D2",20,40,17,12.00,69,21.00,25,18.00,6,5.00,"C",1.25,0.35,22,6.00,16,11.00,1.00,1.00,10,11.00,6.00,4.00,85.00,50.00,1,1.00,84,9.00,4.70,0.40,0.00,0.00,0.00,0.00,0.10,0.00,1.33,0.96,24.00,8.00,26.94,22.74
"N","PZh","PZh/C","W","D3",40,60,20,12.00,72,21.00,22,18.00,6,6.00,"C",1.28,0.32,22,8.00,12,11.00,1.00,1.00,12,14.00,4.00,2.00,85.00,48.00,1,1.00,44,29.00,4.90,0.40,0.00,0.00,0.00,0.00,0.10,0.00,0.76,0.60,22.00,9.00,17.90,17.28
"N","PZh","PZh/C","W","D4",60,80,23,15.00,73,21.00,21,18.00,6,7.00,"C",1.38,0.36,19,6.00,12,10.00,2.00,2.00,11,9.00,5.00,4.00,74.00,49.00,2,1.00,32,27.00,4.90,0.40,0.00,0.00,0.00,0.00,0.10,0.00,0.88,0.70,21.00,10.00,17.31,18.04
"N","PZh","PZh/C","W","D5",80,100,26,18.00,77,20.00,18,17.00,5,7.00,"C",1.57,0.20,18,5.00,11,9.00,2.00,1.00,11,10.00,3.00,2.00,73.00,47.00,2,1.00,16,11.00,5.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.72,0.53,22.00,10.00,13.76,13.29
"N","PZh","PZh/C","W","D6",100,150,29,19.00,78,20.00,17,17.00,5,7.00,"C",1.64,0.15,16,4.00,7,5.00,1.00,0.00,14,13.00,3.00,2.00,52.00,27.00,2,1.00,12,8.00,5.00,0.40,0.00,0.00,0.00,0.00,0.10,0.00,0.52,0.42,20.00,11.00,10.08,11.41
"N","PZh","PZh/C","W","D7",150,200,29,15.00,80,19.00,13,13.00,7,10.00,"C",1.83,0.14,15,5.00,5,4.00,4.00,3.00,67,32.00,4.00,3.00,55.00,19.00,2,1.00,10,4.00,5.20,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.08,23.00,10.00,3.91,3.34
"N","PZh","PZh/D","W","D1",0,20,14,11.00,54,19.00,40,18.00,6,3.00,"M",1.08,0.25,23,5.00,25,15.00,7.00,5.00,27,20.00,10.00,5.00,74.00,43.00,1,1.00,33,28.00,4.70,0.50,0.00,0.00,0.00,0.00,0.10,0.10,4.00,2.52,18.00,5.00,72.17,49.72
"N","PZh","PZh/D","W","D2",20,40,18,13.00,58,20.00,37,19.00,5,4.00,"M",1.25,0.27,23,6.00,13,8.00,2.00,1.00,20,17.00,4.00,2.00,88.00,42.00,1,1.00,53,28.00,5.10,0.40,0.00,0.00,0.00,0.00,0.10,0.00,1.40,0.86,15.00,6.00,22.21,16.88
"N","PZh","PZh/D","W","D3",40,60,22,15.00,61,20.00,34,19.00,5,4.00,"M",1.48,0.24,22,7.00,9,6.00,2.00,1.00,29,21.00,3.00,2.00,72.00,35.00,2,1.00,41,27.00,5.30,0.40,0.00,0.00,0.00,0.00,0.10,0.00,0.86,0.57,15.00,7.00,11.90,10.70
"N","PZh","PZh/D","W","D4",60,80,25,16.00,64,22.00,31,20.00,5,5.00,"M",1.64,0.19,20,6.00,5,3.00,3.00,2.00,40,25.00,4.00,2.00,60.00,26.00,2,1.00,30,25.00,5.40,0.30,0.00,0.00,0.00,0.00,0.10,0.00,0.51,0.37,13.00,8.00,4.30,3.70
"N","PZh","PZh/D","W","D5",80,100,25,17.00,65,23.00,29,20.00,6,6.00,"C",1.73,0.17,19,5.00,5,3.00,4.00,3.00,52,28.00,4.00,3.00,57.00,23.00,2,1.00,16,11.00,5.50,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.23,9.00,5.00,2.02,1.32
"N","PZh","PZh/D","W","D6",100,150,26,15.00,66,23.00,28,19.00,6,6.00,"C",1.79,0.14,17,4.00,5,3.00,4.00,3.00,59,29.00,4.00,3.00,57.00,22.00,2,1.00,12,8.00,5.60,0.40,0.00,0.00,0.00,0.00,0.10,0.00,0.28,0.19,8.00,5.00,1.25,0.74
"N","PZh","PZh/D","W","D7",150,200,26,16.00,68,22.00,26,18.00,6,6.00,"C",1.85,0.13,15,4.00,3,2.00,4.00,3.00,68,31.00,4.00,3.00,56.00,20.00,1,1.00,10,4.00,5.70,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.20,7.00,3.00,0.99,0.64
"N","PZh","PZh/E","W","D1",0,20,13,10.00,58,21.00,36,19.00,6,4.00,"M",1.08,0.26,22,6.00,25,15.00,7.00,5.00,26,20.00,10.00,5.00,75.00,41.00,1,0.00,33,28.00,4.60,0.50,0.00,0.00,0.00,0.00,0.10,0.10,3.81,2.51,19.00,6.00,70.70,49.58
"N","PZh","PZh/E","W","D2",20,40,42,29.00,61,21.00,34,19.00,5,4.00,"M",1.24,0.27,22,6.00,14,9.00,2.00,1.00,19,17.00,5.00,3.00,87.00,43.00,1,1.00,55,29.00,5.00,0.40,0.00,0.00,0.00,0.00,0.10,0.00,1.35,0.87,17.00,7.00,22.92,18.51
"N","PZh","PZh/E","W","D3",40,60,42,29.00,64,21.00,31,19.00,5,5.00,"M",1.46,0.25,22,8.00,9,7.00,2.00,1.00,27,21.00,3.00,2.00,74.00,38.00,2,1.00,44,29.00,5.20,0.40,0.00,0.00,0.00,0.00,0.10,0.00,0.89,0.65,17.00,8.00,12.70,11.64
"N","PZh","PZh/E","W","D4",60,80,25,16.00,65,22.00,29,20.00,6,6.00,"C",1.63,0.20,19,6.00,6,4.00,3.00,2.00,37,26.00,3.00,2.00,63.00,33.00,2,1.00,32,27.00,5.30,0.40,0.00,0.00,0.00,0.00,0.10,0.00,0.66,0.56,16.00,9.00,4.66,4.21
"N","PZh","PZh/E","W","D5",80,100,25,17.00,68,23.00,26,20.00,6,6.00,"C",1.72,0.17,18,5.00,5,3.00,3.00,3.00,46,30.00,3.00,2.00,59.00,27.00,2,1.00,16,11.00,5.40,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.51,0.40,15.00,9.00,2.74,2.47
"N","PZh","PZh/E","W","D6",100,150,26,16.00,69,23.00,25,19.00,6,7.00,"C",1.77,0.15,16,4.00,5,4.00,3.00,3.00,52,32.00,3.00,2.00,57.00,25.00,2,1.00,12,8.00,5.50,0.40,0.00,0.00,0.00,0.00,0.10,0.00,0.33,0.24,14.00,10.00,1.80,1.64
"N","PZh","PZh/E","W","D7",150,200,26,16.00,70,22.00,24,18.00,6,7.00,"C",1.83,0.14,15,5.00,4,2.00,4.00,3.00,67,32.00,4.00,3.00,55.00,19.00,2,1.00,10,4.00,5.70,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.20,11.00,8.00,1.06,0.74
"N","PZi","PZi/D","M","D1",0,20,14,11.00,53,20.00,42,19.00,5,4.00,"M",0.82,0.14,23,6.00,35,17.00,10.00,6.00,19,10.00,12.00,8.00,62.00,47.00,0,0.00,15,12.00,4.70,0.60,0.00,0.00,0.00,0.00,0.40,0.60,7.99,5.50,22.00,11.00,158.82,77.89
"N","PZi","PZi/D","M","D2",20,40,25,15.00,55,19.00,40,18.00,5,4.00,"M",1.02,0.23,22,6.00,15,10.00,2.00,1.00,12,7.00,4.00,3.00,95.00,48.00,1,0.00,49,31.00,5.20,0.50,0.00,0.00,0.00,0.00,0.10,0.10,1.34,1.00,20.00,9.00,29.33,26.66
"N","PZi","PZi/D","M","D3",40,60,30,18.00,60,19.00,36,18.00,4,4.00,"M",1.13,0.27,21,7.00,10,6.00,1.00,1.00,15,9.00,3.00,2.00,81.00,29.00,1,0.00,72,9.00,5.40,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.72,0.41,19.00,9.00,10.98,8.51
"N","PZi","PZi/D","M","D4",60,80,36,19.00,65,17.00,30,16.00,5,4.00,"C",1.39,0.34,17,7.00,8,5.00,1.00,0.00,21,10.00,3.00,2.00,87.00,44.00,1,0.00,60,23.00,5.60,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.33,20.00,15.00,6.23,5.68
"N","PZi","PZi/D","M","D5",80,100,37,20.00,70,17.00,26,15.00,4,4.00,"C",1.51,0.19,17,6.00,5,3.00,1.00,1.00,31,15.00,1.00,1.00,82.00,53.00,3,3.00,20,15.00,5.50,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.30,19.00,13.00,4.48,3.26
"N","PZi","PZi/D","M","D6",100,150,40,22.00,74,19.00,22,16.00,4,5.00,"C",1.60,0.13,15,4.00,4,2.00,3.00,3.00,33,17.00,4.00,4.00,76.00,48.00,2,3.00,13,9.00,5.60,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.26,11.00,8.00,2.79,1.37
"N","PZi","PZi/D","M","D7",150,200,37,25.00,80,15.00,17,12.00,3,4.00,"C",1.82,0.15,13,5.00,3,1.00,4.00,3.00,43,31.00,3.00,4.00,55.00,17.00,1,0.00,10,4.00,5.70,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.20,8.00,5.00,1.92,1.02
"N","RG","RG/A","S","D1",0,20,20,17.00,64,24.00,20,15.00,16,13.00,"M",1.40,0.17,17,7.00,10,6.00,4.00,3.00,54,33.00,5.00,3.00,39.00,26.00,3,2.00,9,9.00,5.90,1.00,0.00,0.00,29.00,34.00,1.10,0.70,1.05,0.65,11.00,3.00,11.42,6.99
"N","RG","RG/A","S","D2",20,40,25,24.00,66,22.00,19,15.00,15,12.00,"C",1.45,0.20,17,6.00,8,5.00,3.00,2.00,49,32.00,3.00,2.00,42.00,27.00,3,3.00,25,23.00,5.90,1.00,0.00,0.00,29.00,33.00,1.20,1.00,0.60,0.36,11.00,3.00,6.33,3.88
"N","RG","RG/A","S","D3",40,60,21,19.00,67,22.00,19,15.00,14,12.00,"C",1.51,0.10,15,5.00,6,3.00,2.00,1.00,53,30.00,2.00,1.00,42.00,29.00,3,3.00,0,0.00,6.10,0.90,0.00,0.00,30.00,36.00,1.40,1.30,0.46,0.28,10.00,4.00,3.43,1.79
"N","RG","RG/A","S","D4",60,80,21,21.00,68,21.00,19,16.00,13,11.00,"C",1.50,0.16,15,6.00,8,6.00,2.00,1.00,54,28.00,2.00,1.00,48.00,34.00,3,3.00,0,0.00,6.30,1.00,0.00,0.00,30.00,37.00,1.50,1.20,0.37,0.23,10.00,4.00,2.91,1.79
"N","RG","RG/A","S","D5",80,100,25,26.00,66,21.00,19,16.00,15,12.00,"C",1.55,0.14,15,7.00,8,7.00,3.00,1.00,53,30.00,2.00,1.00,45.00,31.00,6,6.00,0,0.00,6.30,1.00,0.00,0.00,23.00,23.00,1.30,0.90,0.37,0.22,10.00,4.00,2.93,2.08
"N","RG","RG/A","S","D6",100,150,26,28.00,63,23.00,22,19.00,15,11.00,"M",1.56,0.09,15,5.00,8,6.00,3.00,1.00,53,33.00,3.00,1.00,43.00,30.00,4,4.00,0,0.00,6.20,1.10,0.00,0.00,25.00,22.00,1.00,0.30,0.29,0.12,10.00,4.00,2.37,1.45
"N","RG","RG/A","S","D7",150,200,19,19.00,62,28.00,23,25.00,15,11.00,"M",1.58,0.20,16,2.00,5,3.00,39.00,29.00,42,35.00,39.00,28.00,24.00,19.00,12,12.00,12,4.00,5.20,0.60,0.00,0.00,23.00,17.00,0.00,0.00,0.47,0.35,9.00,5.00,1.46,0.81
"N","RG","RG/B","S","D1",0,20,12,11.00,57,25.00,27,17.00,16,13.00,"M",1.43,0.19,12,4.00,13,8.00,30.00,21.00,100,0.00,30.00,21.00,74.00,41.00,3,3.00,0,0.00,7.80,0.70,80.00,68.00,40.00,37.00,1.30,0.90,0.73,0.48,9.00,3.00,6.16,4.25
"N","RG","RG/B","S","D2",20,40,17,15.00,56,27.00,27,18.00,17,13.00,"M",1.46,0.21,14,5.00,13,8.00,35.00,24.00,97,7.00,35.00,24.00,77.00,44.00,5,5.00,0,0.00,7.80,0.80,94.00,78.00,34.00,36.00,1.60,1.20,0.52,0.34,8.00,3.00,4.12,2.70
"N","RG","RG/B","S","D3",40,60,20,22.00,55,27.00,28,18.00,17,14.00,"M",1.47,0.21,13,5.00,14,9.00,41.00,29.00,99,3.00,43.00,29.00,81.00,45.00,7,8.00,0,0.00,8.10,0.50,92.00,77.00,46.00,53.00,1.80,1.50,0.41,0.26,7.00,3.00,3.05,1.83
"N","RG","RG/B","S","D4",60,80,18,20.00,53,28.00,30,19.00,17,14.00,"M",1.48,0.20,11,5.00,14,9.00,48.00,36.00,98,5.00,49.00,35.00,84.00,45.00,9,10.00,0,0.00,8.10,0.60,85.00,66.00,47.00,65.00,1.50,1.20,0.42,0.31,8.00,4.00,2.57,1.60
"N","RG","RG/B","S","D5",80,100,18,19.00,51,29.00,31,19.00,18,16.00,"M",1.48,0.21,12,6.00,15,10.00,49.00,37.00,98,4.00,51.00,37.00,87.00,45.00,12,13.00,0,0.00,8.10,0.50,79.00,58.00,27.00,30.00,1.30,0.90,0.35,0.26,9.00,3.00,2.26,1.44
"N","RG","RG/B","S","D6",100,150,18,18.00,49,30.00,31,18.00,20,17.00,"M",1.51,0.20,15,5.00,15,10.00,49.00,36.00,98,4.00,52.00,36.00,84.00,42.00,15,16.00,0,0.00,8.20,0.40,85.00,67.00,25.00,23.00,3.00,0.90,0.34,0.24,8.00,4.00,2.06,1.37
"N","RG","RG/B","S","D7",150,200,22,21.00,51,29.00,29,17.00,20,17.00,"M",1.52,0.19,16,2.00,16,11.00,58.00,37.00,100,0.00,58.00,37.00,91.00,40.00,33,34.00,0,0.00,8.20,0.30,65.00,53.00,23.00,17.00,3.00,0.90,0.30,0.25,8.00,3.00,1.50,0.87
"N","RG","RG/C","S","D1",0,20,16,14.00,52,26.00,30,17.00,18,13.00,"M",1.44,0.22,18,4.00,14,7.00,14.00,11.00,80,25.00,15.00,11.00,55.00,29.00,2,1.00,0,0.00,6.60,1.10,0.00,0.00,29.00,34.00,1.10,0.70,0.90,0.49,11.00,3.00,11.89,8.05
"N","RG","RG/C","S","D2",20,40,23,22.00,51,27.00,29,17.00,20,15.00,"M",1.51,0.26,19,3.00,13,7.00,15.00,14.00,90,12.00,16.00,13.00,59.00,30.00,2,2.00,0,0.00,6.70,1.10,0.00,0.00,29.00,33.00,1.20,1.00,0.64,0.34,10.00,4.00,6.18,3.90
"N","RG","RG/C","S","D3",40,60,20,19.00,54,28.00,27,17.00,19,15.00,"M",1.51,0.25,15,5.00,13,8.00,16.00,12.00,93,10.00,17.00,12.00,61.00,33.00,3,2.00,0,0.00,6.80,1.20,49.00,57.00,30.00,36.00,1.40,1.30,0.51,0.30,10.00,5.00,4.37,3.04
"N","RG","RG/C","S","D4",60,80,23,21.00,54,29.00,27,18.00,19,14.00,"M",1.53,0.25,15,6.00,13,8.00,16.00,12.00,92,10.00,17.00,12.00,55.00,29.00,3,1.00,0,0.00,6.80,1.20,42.00,45.00,30.00,37.00,1.50,1.20,0.48,0.32,9.00,5.00,4.00,3.09
"N","RG","RG/C","S","D5",80,100,23,20.00,51,29.00,29,18.00,20,14.00,"M",1.53,0.26,15,7.00,13,8.00,18.00,15.00,93,11.00,19.00,15.00,57.00,30.00,3,2.00,0,0.00,6.90,1.20,49.00,66.00,23.00,23.00,1.30,0.90,0.45,0.29,9.00,5.00,3.61,3.07
"N","RG","RG/C","S","D6",100,150,20,17.00,47,30.00,32,19.00,21,14.00,"M",1.61,0.23,15,5.00,13,8.00,18.00,15.00,96,8.00,19.00,15.00,49.00,20.00,3,2.00,0,0.00,6.70,1.20,0.00,0.00,25.00,22.00,1.00,0.30,0.51,0.34,9.00,6.00,4.01,3.20
"N","RG","RG/C","S","D7",150,200,24,23.00,44,30.00,36,20.00,20,13.00,"M",1.64,0.24,16,2.00,13,7.00,19.00,13.00,99,3.00,16.00,9.00,55.00,17.00,6,5.00,0,0.00,6.90,0.90,17.00,10.00,23.00,17.00,1.00,0.30,0.65,0.43,12.00,7.00,5.49,5.74
"N","RG","RG/D","S","D1",0,20,15,12.00,46,26.00,37,19.00,17,15.00,"M",1.42,0.25,18,7.00,16,9.00,24.00,18.00,81,28.00,28.00,17.00,64.00,29.00,2,1.00,0,0.00,6.80,1.20,73.00,61.00,29.00,34.00,1.10,0.70,1.48,1.07,12.00,4.00,14.18,9.98
"N","RG","RG/D","S","D2",20,40,24,19.00,47,28.00,36,20.00,17,15.00,"M",1.51,0.20,17,6.00,14,9.00,26.00,21.00,95,12.00,30.00,21.00,65.00,34.00,3,3.00,0,0.00,7.00,1.30,99.00,77.00,29.00,33.00,1.20,1.00,0.80,0.47,11.00,5.00,7.22,5.26
"N","RG","RG/D","S","D3",40,60,28,21.00,47,30.00,36,21.00,17,16.00,"M",1.54,0.19,15,6.00,12,8.00,27.00,22.00,98,6.00,31.00,21.00,66.00,33.00,3,3.00,0,0.00,7.10,1.30,99.00,79.00,30.00,36.00,1.40,1.30,0.67,0.40,10.00,6.00,5.74,5.01
"N","RG","RG/D","S","D4",60,80,27,21.00,49,32.00,34,22.00,17,17.00,"M",1.55,0.19,15,6.00,12,8.00,28.00,22.00,99,3.00,31.00,21.00,66.00,36.00,5,6.00,0,0.00,7.20,1.30,100.00,78.00,48.00,58.00,1.50,1.20,0.57,0.38,10.00,5.00,3.34,2.61
"N","RG","RG/D","S","D5",80,100,28,22.00,50,32.00,34,22.00,16,17.00,"M",1.58,0.19,15,7.00,11,8.00,27.00,21.00,99,2.00,28.00,20.00,70.00,36.00,8,11.00,0,0.00,7.30,1.20,104.00,85.00,23.00,23.00,1.30,0.90,0.55,0.32,8.00,3.00,2.87,2.17
"N","RG","RG/D","S","D6",100,150,27,21.00,48,33.00,36,24.00,16,16.00,"M",1.59,0.21,14,6.00,11,8.00,29.00,22.00,99,3.00,31.00,21.00,73.00,36.00,9,12.00,0,0.00,7.40,1.10,88.00,70.00,23.00,20.00,2.00,0.60,0.46,0.27,7.00,4.00,2.43,1.78
"N","RG","RG/D","S","D7",150,200,26,21.00,48,34.00,36,25.00,16,15.00,"M",1.59,0.21,16,2.00,12,8.00,36.00,22.00,97,8.00,34.00,21.00,73.00,31.00,14,15.00,0,0.00,7.60,1.10,96.00,66.00,45.00,60.00,3.00,0.90,0.41,0.25,7.00,3.00,2.21,1.71
"N","RGc","RGc/A","S","D1",0,20,10,9.00,51,15.00,23,11.00,26,14.00,"M",1.43,0.18,20,9.00,21,7.00,37.00,16.00,99,2.00,37.00,16.00,72.00,42.00,3,3.00,0,0.00,7.90,0.30,95.00,64.00,29.00,42.00,1.10,0.70,2.31,2.76,8.00,3.00,3.24,2.52
"N","RGc","RGc/A","S","D2",20,40,15,15.00,56,15.00,24,14.00,20,10.00,"M",1.46,0.19,20,6.00,17,8.00,39.00,19.00,100,1.00,39.00,19.00,79.00,41.00,4,4.00,0,0.00,7.90,0.30,120.00,83.00,16.00,15.00,1.20,1.00,0.67,0.39,8.00,2.00,5.19,6.17
"N","RGc","RGc/A","S","D3",40,60,15,19.00,55,20.00,29,19.00,16,9.00,"M",1.50,0.18,15,6.00,13,10.00,41.00,20.00,100,0.00,41.00,21.00,80.00,43.00,5,5.00,0,0.00,8.10,0.50,119.00,82.00,15.00,17.00,1.40,1.30,0.50,0.28,7.00,3.00,6.47,9.60
"N","RGc","RGc/A","S","D4",60,80,9,11.00,55,22.00,29,20.00,16,10.00,"M",1.51,0.18,15,7.00,14,8.00,43.00,21.00,100,0.00,43.00,21.00,82.00,43.00,7,8.00,0,0.00,8.20,0.30,117.00,78.00,13.00,12.00,1.50,1.20,0.51,0.33,8.00,3.00,3.00,1.95
"N","RGc","RGc/A","S","D5",80,100,9,11.00,45,29.00,35,20.00,20,16.00,"M",1.51,0.18,16,7.00,14,8.00,45.00,25.00,100,0.00,44.00,22.00,82.00,41.00,9,9.00,0,0.00,8.20,0.30,115.00,76.00,14.00,12.00,1.30,0.90,0.45,0.26,8.00,3.00,2.66,1.72
"N","RGc","RGc/A","S","D6",100,150,12,12.00,45,31.00,35,21.00,20,16.00,"M",1.53,0.17,15,5.00,14,8.00,48.00,27.00,100,0.00,47.00,26.00,80.00,40.00,12,13.00,0,0.00,8.20,0.30,116.00,76.00,17.00,13.00,3.00,0.90,0.39,0.24,8.00,3.00,2.38,1.56
"N","RGc","RGc/A","S","D7",150,200,21,22.00,42,30.00,37,21.00,21,16.00,"M",1.55,0.20,16,2.00,12,6.00,49.00,23.00,100,0.00,53.00,27.00,82.00,41.00,15,16.00,0,0.00,8.20,0.30,117.00,82.00,24.00,20.00,3.00,0.90,0.49,0.40,8.00,3.00,1.87,1.07
"N","RGc","RGc/B","S","D1",0,20,9,8.00,55,24.00,30,17.00,15,11.00,"M",1.42,0.17,20,9.00,14,8.00,37.00,17.00,99,2.00,37.00,17.00,83.00,44.00,4,3.00,0,0.00,8.20,0.30,93.00,63.00,33.00,44.00,1.30,0.90,0.78,0.52,9.00,2.00,5.89,4.47
"N","RGc","RGc/B","S","D2",20,40,12,13.00,53,25.00,31,18.00,16,12.00,"M",1.41,0.19,20,6.00,13,8.00,38.00,20.00,100,1.00,39.00,20.00,81.00,46.00,5,4.00,0,0.00,8.30,0.30,112.00,79.00,18.00,16.00,1.60,1.20,0.49,0.29,8.00,3.00,4.20,2.69
"N","RGc","RGc/B","S","D3",40,60,5,8.00,54,26.00,31,19.00,15,12.00,"M",1.46,0.20,15,6.00,13,8.00,40.00,22.00,100,0.00,40.00,22.00,86.00,49.00,6,6.00,0,0.00,8.30,0.30,112.00,81.00,16.00,18.00,1.80,1.50,0.40,0.23,7.00,4.00,3.07,1.76
"N","RGc","RGc/B","S","D4",60,80,4,4.00,52,26.00,32,18.00,16,12.00,"M",1.46,0.19,15,7.00,13,8.00,41.00,23.00,99,2.00,42.00,23.00,92.00,48.00,8,8.00,0,0.00,8.30,0.30,105.00,66.00,11.00,12.00,1.50,1.20,0.47,0.37,8.00,3.00,2.77,1.77
"N","RGc","RGc/B","S","D5",80,100,7,9.00,50,27.00,33,19.00,17,14.00,"M",1.46,0.20,16,7.00,12,6.00,46.00,29.00,99,2.00,46.00,29.00,92.00,46.00,10,9.00,0,0.00,8.30,0.30,95.00,52.00,12.00,11.00,1.30,0.90,0.35,0.26,9.00,3.00,2.52,1.65
"N","RGc","RGc/B","S","D6",100,150,10,11.00,51,29.00,31,18.00,18,15.00,"M",1.49,0.19,15,5.00,11,6.00,47.00,31.00,99,4.00,48.00,31.00,86.00,43.00,13,13.00,0,0.00,8.30,0.30,89.00,49.00,17.00,14.00,3.00,0.90,0.32,0.23,8.00,3.00,2.30,1.53
"N","RGc","RGc/B","S","D7",150,200,23,24.00,51,29.00,30,17.00,19,16.00,"M",1.49,0.21,16,2.00,11,6.00,59.00,37.00,100,0.00,59.00,37.00,94.00,46.00,38,36.00,0,0.00,8.20,0.30,88.00,59.00,27.00,22.00,3.00,0.90,0.45,0.42,8.00,3.00,1.86,1.03
"N","RGc","RGc/C","S","D1",0,20,16,15.00,44,23.00,32,17.00,24,11.00,"M",1.49,0.26,20,9.00,16,5.00,29.00,17.00,97,4.00,29.00,17.00,61.00,30.00,3,3.00,0,0.00,7.90,0.30,101.00,89.00,29.00,42.00,1.10,0.70,0.89,0.44,9.00,2.00,9.07,6.50
"N","RGc","RGc/C","S","D2",20,40,12,13.00,42,24.00,33,15.00,25,13.00,"M",1.53,0.28,20,6.00,17,6.00,31.00,17.00,99,2.00,31.00,17.00,65.00,28.00,2,1.00,0,0.00,8.00,0.30,228.00,266.00,16.00,15.00,1.20,1.00,0.65,0.34,9.00,2.00,5.59,3.24
"N","RGc","RGc/C","S","D3",40,60,11,12.00,42,25.00,33,16.00,25,15.00,"M",1.51,0.28,15,6.00,16,7.00,33.00,17.00,98,6.00,33.00,17.00,66.00,29.00,2,1.00,0,0.00,8.10,0.10,85.00,63.00,15.00,17.00,1.40,1.30,0.53,0.31,8.00,2.00,3.44,2.00
"N","RGc","RGc/C","S","D4",60,80,12,15.00,39,27.00,34,17.00,27,16.00,"M",1.51,0.28,15,7.00,17,8.00,31.00,18.00,98,5.00,31.00,18.00,64.00,28.00,2,1.00,0,0.00,8.10,0.30,91.00,73.00,13.00,12.00,1.50,1.20,0.54,0.32,7.00,2.00,4.08,2.66
"N","RGc","RGc/C","S","D5",80,100,11,10.00,39,28.00,35,18.00,26,16.00,"M",1.49,0.28,16,7.00,17,8.00,33.00,22.00,96,7.00,33.00,22.00,62.00,24.00,2,1.00,0,0.00,8.20,0.30,215.00,243.00,14.00,12.00,1.30,0.90,0.54,0.32,7.00,2.00,3.09,1.67
"N","RGc","RGc/C","S","D6",100,150,13,9.00,40,36.00,36,24.00,24,17.00,"M",1.55,0.29,15,5.00,14,9.00,28.00,22.00,95,9.00,28.00,22.00,55.00,30.00,4,5.00,0,0.00,7.90,1.20,134.00,93.00,17.00,13.00,3.00,0.90,0.38,0.23,6.00,3.00,2.46,2.17
"N","RGc","RGc/C","S","D7",150,200,21,22.00,42,30.00,37,21.00,21,16.00,"M",1.55,0.20,16,2.00,12,6.00,49.00,23.00,100,0.00,53.00,27.00,82.00,41.00,15,16.00,0,0.00,8.20,0.30,117.00,82.00,24.00,20.00,3.00,0.90,0.49,0.40,8.00,3.00,1.87,1.07
"N","RGc","RGc/D","S","D1",0,20,12,11.00,38,29.00,39,21.00,23,17.00,"M",1.43,0.25,23,8.00,19,10.00,40.00,17.00,99,2.00,40.00,17.00,68.00,30.00,2,2.00,0,0.00,7.90,0.30,98.00,62.00,29.00,42.00,1.10,0.70,1.31,0.75,10.00,2.00,11.69,5.71
