"NEWSUID","NoSoilComp","DomFAO_Name","DomFAO_Prop","PropSynthProf","SoilMapUnit","SOIL1","PROP1","PRID1","SOIL2","PROP2","PRID2","SOIL3","PROP3","PRID3","SOIL4","PROP4","PRID4","SOIL5","PROP5","PRID5","SOIL6","PROP6","PRID6","SOIL7","PROP7","PRID7","SOIL8","PROP8","PRID8","SOIL9","PROP9","PRID9","SOIL10","PROP10","PRID10","WATE"
"WD10001192",1,"GL",100,0,"GL1/A","GL",100,"GL/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001193",2,"GL",70,0,"GL2FL4/A","GL",70,"GL/A","FL",30,"FL/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001194",2,"GL",70,0,"GL2FL4/A","GL",70,"GL/A","FL",30,"FL/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001198",3,"GL",60,0,"GL2LPq4FLe4/A","GL",60,"GL/A","LPq",20,"LPq/A","FLe",20,"FLe/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001199",3,"GL",60,0,"GL2VR4LXp4/A","GL",60,"GL/A","VR",20,"VR/A","LXp",20,"LXp/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001200",4,"GL",50,0,"GL3FL4VR5SCg5/A","GL",50,"GL/A","FL",30,"FL/A","VR",10,"VR/A","SCg",10,"SCg/A",,,,,,,,,,,,,,,,,,,
"WD10001201",4,"GL",40,0,"GLd3SCg4FLt4FLd4/A","GLd",40,"GLd/A","SCg",20,"SCg/A","FLt",20,"FLt/A","FLd",20,"FLd/A",,,,,,,,,,,,,,,,,,,
"WD10001202",5,"GL",50,0,"GLd4HS4GLu4FLd4FLt5/A","GLd",30,"GLd/A","HS",20,"HS/A","GLu",20,"GLu/A","FLd",20,"FLd/A","FLt",10,"FLt/A",,,,,,,,,,,,,,,,
"WD10001203",5,"GL",50,0,"GLd4HS4GLu4FLd4FLt5/A","GLd",30,"GLd/A","HS",20,"HS/A","GLu",20,"GLu/A","FLd",20,"FLd/A","FLt",10,"FLt/A",,,,,,,,,,,,,,,,
"WD10001204",1,"GL",100,0,"GLe1/A","GLe",100,"GLe/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001209",6,"GL",55,0,"GLe3FL4SN5SC5PLe5GLu5/A","GLe",50,"GLe/A","FL",30,"FL/A","SN",5,"SN/A","SC",5,"SC/A","PLe",5,"PLe/A","GLu",5,"GLu/A",,,,,,,,,,,,,
"WD10001213",4,"GL",70,0,"GLu3HS4GLd4FLd5/A","GLu",50,"GLu/A","HS",20,"HS/A","GLd",20,"GLd/A","FLd",10,"FLd/A",,,,,,,,,,,,,,,,,,,
"WD10001214",4,"GL",70,0,"GLu3HS4GLd4FLd5/A","GLu",50,"GLu/A","HS",20,"HS/A","GLd",20,"GLd/A","FLd",10,"FLd/A",,,,,,,,,,,,,,,,,,,
"WD10001221",1,"LP",100,0,"LPq1/A","LPq",100,"LPq/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001226",3,"LP",34,0,"LPq4FRh4ACg4/A","LPq",34,"LPq/A","FRh",33,"FRh/A","ACg",33,"ACg/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001227",2,"LP",50,0,"LPq3ACh3/A","LPq",50,"LPq/A","ACh",50,"ACh/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001228",2,"LP",50,0,"LPq3ACh3/A","LPq",50,"LPq/A","ACh",50,"ACh/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001229",3,"LP",34,0,"LPq4NTh4CMd4/A","LPq",34,"LPq/A","NTh",33,"NTh/A","CMd",33,"CMd/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001230",2,"LP",50,0,"LPq3CMe3/A","LPq",50,"LPq/A","CMe",50,"CMe/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001232",2,"LP",50,0,"LPq3CMe3/A","LPq",50,"LPq/A","CMe",50,"CMe/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001233",3,"LP",34,0,"LPq4RGd4CMo4/A","LPq",34,"LPq/A","RGd",33,"RGd/A","CMo",33,"CMo/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001235",2,"CM",50,0,"LPq3CMo3/A","LPq",50,"LPq/A","CMo",50,"CMo/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001098",2,"CM",90,0,"CMo1LPq5/A","CMo",90,"CMo/A","LPq",10,"LPq/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001099",2,"CM",90,0,"CMo1LPq5/A","CMo",90,"CMo/A","LPq",10,"LPq/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001100",4,"CM",50,0,"CMo3FRu4ACu4LPq5/A","CMo",50,"CMo/A","FRu",20,"FRu/A","ACu",20,"ACu/A","LPq",10,"LPq/A",,,,,,,,,,,,,,,,,,,
"WD10001101",4,"CM",50,0,"CMo3FRu4ACu4LPq5/A","CMo",50,"CMo/A","FRu",20,"FRu/A","ACu",20,"ACu/A","LPq",10,"LPq/A",,,,,,,,,,,,,,,,,,,
"WD10001102",4,"CM",70,0,"CMo3NTr4CMe4LPq5/A","CMo",50,"CMo/A","NTr",20,"NTr/A","CMe",20,"CMe/A","LPq",10,"LPq/A",,,,,,,,,,,,,,,,,,,
"WD10001103",4,"CM",70,0,"CMo3NTr4CMe4LPq5/A","CMo",50,"CMo/A","NTr",20,"NTr/A","CMe",20,"CMe/A","LPq",10,"LPq/A",,,,,,,,,,,,,,,,,,,
"WD10001104",4,"CM",70,0,"CMo3NTr4CMe4LPq5/A","CMo",50,"CMo/A","NTr",20,"NTr/A","CMe",20,"CMe/A","LPq",10,"LPq/A",,,,,,,,,,,,,,,,,,,
"WD10001105",3,"CM",60,0,"CMo2FRh4LPq5/A","CMo",60,"CMo/A","FRh",30,"FRh/A","LPq",10,"LPq/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001106",4,"CM",70,0,"CMo3FRu4CMu4LPq5/A","CMo",50,"CMo/A","FRu",20,"FRu/A","CMu",20,"CMu/A","LPq",10,"LPq/A",,,,,,,,,,,,,,,,,,,
"WD10001108",5,"CM",40,0,"CMg3GLd4FLd4HS5ARb5/A","CMg",40,"CMg/A","GLd",20,"GLd/A","FLd",20,"FLd/A","HS",10,"HS/A","ARb",10,"ARb/A",,,,,,,,,,,,,,,,
"WD10001109",3,"CM",60,0,"CMu2FRu4ANu4/A","CMu",60,"CMu/A","FRu",20,"FRu/A","ANu",20,"ANu/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001139",3,"CM",60,0,"CMv2VR4LPq4/A","CMv",60,"CMv/A","VR",20,"VR/A","LPq",20,"LPq/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001145",4,"CM",70,0,"CMv3VR4CMe4LPq5/A","CMv",50,"CMv/A","VR",20,"VR/A","CMe",20,"CMe/A","LPq",10,"LPq/A",,,,,,,,,,,,,,,,,,,
"WD10001156",1,"FR",100,0,"FRu1/A","FRu",100,"FRu/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001157",1,"FR",100,0,"FRu1/A","FRu",100,"FRu/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001158",3,"FR",60,0,"FRu2CMo4ACu4/A","FRu",60,"FRu/A","CMo",20,"CMo/A","ACu",20,"ACu/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001159",5,"FR",70,0,"FRu3GLu4FRx4LPq5FRh5/A","FRu",40,"FRu/A","GLu",20,"GLu/A","FRx",20,"FRx/A","LPq",10,"LPq/A","FRh",10,"FRh/A",,,,,,,,,,,,,,,,
"WD10001160",1,"FR",100,0,"FRh1/A","FRh",100,"FRh/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001161",2,"FR",70,0,"FRh2ACh4/A","FRh",70,"FRh/A","ACh",30,"ACh/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001162",2,"FR",70,0,"FRh2ACh4/A","FRh",70,"FRh/A","ACh",30,"ACh/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001163",2,"FR",70,0,"FRh2LPq4/A","FRh",70,"FRh/A","LPq",30,"LPq/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001726",3,"VR",60,0,"VR2PLe4LXf4/A","VR",60,"VR/A","PLe",20,"PLe/A","LXf",20,"LXf/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001727",3,"VR",60,0,"VR2SCg4GL5/A","VR",60,"VR/A","SCg",30,"SCg/A","GL",10,"GL/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001728",2,"VR",70,0,"VR2GL4/A","VR",70,"VR/A","GL",30,"GL/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001729",1,"VR",100,0,"VR1/A","VR",100,"VR/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001730",2,"VR",70,0,"VR2PLe4/A","VR",70,"VR/A","PLe",30,"PLe/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001732",5,"VR",40,0,"VR3RGe4LXf4LVx5LPq5/A","VR",40,"VR/A","RGe",20,"RGe/A","LXf",20,"LXf/A","LVx",10,"LVx/A","LPq",10,"LPq/A",,,,,,,,,,,,,,,,
"WD10001736",2,"VR",80,0,"VR1LXf4/A","VR",80,"VR/A","LXf",20,"LXf/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001737",3,"VR",60,0,"VR2LXf4LVg4/A","VR",60,"VR/A","LXf",20,"LXf/A","LVg",20,"LVg/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001741",2,"VR",90,0,"VR1GLe5/A","VR",90,"VR/A","GLe",10,"GLe/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001744",2,"VR",70,0,"VR2FLe4/A","VR",70,"VR/A","FLe",30,"FLe/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001746",3,"PL",60,0,"PLd2FRr4FRh4/A","PLd",60,"PLd/A","FRr",20,"FRr/A","FRh",20,"FRh/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001754",2,"PL",70,0,"PLe2LVg4/A","PLe",70,"PLe/A","LVg",30,"LVg/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001756",1,"PL",100,0,"PLe1/A","PLe",100,"PLe/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001757",2,"PL",70,0,"PLe2LPq4/A","PLe",70,"PLe/A","LPq",30,"LPq/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001758",2,"PL",70,0,"PLe2LPq4/A","PLe",70,"PLe/A","LPq",30,"LPq/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001760",2,"PL",70,0,"PLe2VR4/A","PLe",70,"PLe/A","VR",30,"VR/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001761",2,"PL",70,0,"PLe2VR4/A","PLe",70,"PLe/A","VR",30,"VR/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001878",3,"NT",80,0,"NTr2NTh4LPq4/A","NTr",60,"NTr/A","NTh",20,"NTh/A","LPq",20,"LPq/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001879",3,"NT",60,0,"NTu2LPq4ANu4/A","NTu",60,"NTu/A","LPq",20,"LPq/A","ANu",20,"ANu/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001880",6,"AN",30,0,"ANm4NTr4LXf4VR5RGe5LPq5/A","ANm",30,"ANm/A","NTr",20,"NTr/A","LXf",20,"LXf/A","VR",10,"VR/A","RGe",10,"RGe/A","LPq",10,"LPq/A",,,,,,,,,,,,,
"WD10001882",5,"AC",40,0,"ACf3FRh4ARa4NTh5HS5/A","ACf",40,"ACf/A","FRh",20,"FRh/A","ARa",20,"ARa/A","NTh",10,"NTh/A","HS",10,"HS/A",,,,,,,,,,,,,,,,
"WD10001883",5,"CM",40,0,"CMx3LXf4LVx4KSl5KSh5/A","CMx",40,"CMx/A","LXf",20,"LXf/A","LVx",20,"LVx/A","KSl",10,"KSl/A","KSh",10,"KSh/A",,,,,,,,,,,,,,,,
"WD10000066",2,"LP",50,0,"LPq3CMo3/A","LPq",50,"LPq/A","CMo",50,"CMo/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10000099",1,"LP",100,0,"LPq1/A","LPq",100,"LPq/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD10000123",4,"FL",50,0,"FLe3LXf4LVg5GL5/A","FLe",50,"FLe/A","LXf",30,"LXf/A","LVg",10,"LVg/A","GL",10,"GL/A",,,,,,,,,,,,,,,,,,,
"WD10000132",2,"LX",70,0,"LXf2LVg4/A","LXf",70,"LXf/A","LVg",30,"LVg/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10000136",3,"LX",60,0,"LXf2LVg4LPq4/A","LXf",60,"LXf/A","LVg",20,"LVg/A","LPq",20,"LPq/A",,,,,,,,,,,,,,,,,,,,,,
"WD10000139",2,"LV",70,0,"LVg2LXf4/A","LVg",70,"LVg/A","LXf",30,"LXf/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10000142",3,"LV",60,0,"LVg2LXf4FLe4/A","LVg",60,"LVg/A","LXf",20,"LXf/A","FLe",20,"FLe/A",,,,,,,,,,,,,,,,,,,,,,
"WD10000143",3,"LV",60,0,"LVg2VR4PLe4/A","LVg",60,"LVg/A","VR",20,"VR/A","PLe",20,"PLe/A",,,,,,,,,,,,,,,,,,,,,,
"WD10000144",3,"LV",60,0,"LVg2LXf4GL5/A","LVg",60,"LVg/A","LXf",30,"LXf/A","GL",10,"GL/A",,,,,,,,,,,,,,,,,,,,,,
"WD10000145",5,"LV",40,0,"LVg3LXf4FLe4SC5NTh5/A","LVg",40,"LVg/A","LXf",20,"LXf/A","FLe",20,"FLe/A","SC",10,"SC/A","NTh",10,"NTh/A",,,,,,,,,,,,,,,,
"WD10000153",2,"NT",70,0,"NTh2LXf4/A","NTh",70,"NTh/A","LXf",30,"LXf/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10000161",3,"NT",80,0,"NTr2NTu4FRr4/A","NTr",60,"NTr/A","NTu",20,"NTu/A","FRr",20,"FRr/A",,,,,,,,,,,,,,,,,,,,,,
"WD10000164",4,"NT",70,0,"NTr3RGe4NTu4LPq5/A","NTr",50,"NTr/A","RGe",20,"RGe/A","NTu",20,"NTu/A","LPq",10,"LPq/A",,,,,,,,,,,,,,,,,,,
"WD10000185",3,"AR",60,0,"ARo2RGd4ACf4/A","ARo",60,"ARo/A","RGd",20,"RGd/A","ACf",20,"ACf/A",,,,,,,,,,,,,,,,,,,,,,
"WD10000186",3,"AR",60,0,"ARo2RGd4ACf4/A","ARo",60,"ARo/A","RGd",20,"RGd/A","ACf",20,"ACf/A",,,,,,,,,,,,,,,,,,,,,,
"WD10000187",4,"AR",50,0,"ARo3NTh4FRh4FRg5/A","ARo",50,"ARo/A","NTh",20,"NTh/A","FRh",20,"FRh/A","FRg",10,"FRg/A",,,,,,,,,,,,,,,,,,,
"WD10000224",3,"RG",60,0,"RGd2LPq4CMo4/A","RGd",60,"RGd/A","LPq",20,"LPq/A","CMo",20,"CMo/A",,,,,,,,,,,,,,,,,,,,,,
"WD10000225",3,"RG",60,0,"RGd2CMo4LPq5/A","RGd",60,"RGd/A","CMo",30,"CMo/A","LPq",10,"LPq/A",,,,,,,,,,,,,,,,,,,,,,
"WD10000285",2,"VR",70,0,"VR2CMv4/A","VR",70,"VR/A","CMv",30,"CMv/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10000436",2,"AC",70,0,"ACh2FRh4/A","ACh",70,"ACh/A","FRh",30,"FRh/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10000437",2,"AC",70,0,"ACh2FRh4/A","ACh",70,"ACh/A","FRh",30,"FRh/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10000463",4,"CM",50,0,"CMo3FRh4ARo4ACg5/A","CMo",50,"CMo/A","FRh",20,"FRh/A","ARo",20,"ARo/A","ACg",10,"ACg/A",,,,,,,,,,,,,,,,,,,
"WD10003709",4,"GL",50,0,"GLk3CMg4HS5FLc5/A","GLk",50,"GLk/A","CMg",30,"CMg/A","HS",10,"HS/A","FLc",10,"FLc/A",,,,,,,,,,,,,,,,,,,
"WD10003710",6,"GL",40,0,"GLu4VR4PLe4SC5GLe5FLe5/A","GLu",30,"GLu/A","VR",20,"VR/A","PLe",20,"PLe/A","SC",10,"SC/A","GLe",10,"GLe/A","FLe",10,"FLe/A",,,,,,,,,,,,,
"WD10003711",4,"PH",50,0,"PHh3LVx4CMv4LPq5/A","PHh",50,"PHh/A","LVx",20,"LVx/A","CMv",20,"CMv/A","LPq",10,"LPq/A",,,,,,,,,,,,,,,,,,,
"WD10003714",3,"LP",34,0,"LPq4LVx4CMx4/A","LPq",34,"LPq/A","LVx",33,"LVx/A","CMx",33,"CMx/A",,,,,,,,,,,,,,,,,,,,,,
"WD10003725",2,"LV",50,0,"LVx3LPq3/A","LVx",50,"LVx/A","LPq",50,"LPq/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10003728",2,"NT",50,0,"NTh3LPq3/A","NTh",50,"NTh/A","LPq",50,"LPq/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10003729",2,"NT",50,0,"NTr3LPq3/A","NTr",50,"NTr/A","LPq",50,"LPq/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10003740",2,"FL",100,0,"FLc2FLe4/A","FLc",70,"FLc/A","FLe",30,"FLe/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10003741",4,"FL",50,0,"FLc3RGc4SNg5SCg5/A","FLc",50,"FLc/A","RGc",30,"RGc/A","SNg",10,"SNg/A","SCg",10,"SCg/A",,,,,,,,,,,,,,,,,,,
"WD10003742",3,"FL",60,0,"FLc2VR4CMc5/A","FLc",60,"FLc/A","VR",30,"VR/A","CMc",10,"CMc/A",,,,,,,,,,,,,,,,,,,,,,
"WD10003745",3,"FL",60,0,"FLc2GLk4GLe5/A","FLc",60,"FLc/A","GLk",30,"GLk/A","GLe",10,"GLe/A",,,,,,,,,,,,,,,,,,,,,,
"WD10003747",4,"FL",60,0,"FLd3HS4GLd5FLt5/A","FLd",50,"FLd/A","HS",30,"HS/A","GLd",10,"GLd/A","FLt",10,"FLt/A",,,,,,,,,,,,,,,,,,,
"WD10003748",6,"FL",55,0,"FLd3GLd4SNg5SC5PLe5FLt5/A","FLd",50,"FLd/A","GLd",30,"GLd/A","SNg",5,"SNg/A","SC",5,"SC/A","PLe",5,"PLe/A","FLt",5,"FLt/A",,,,,,,,,,,,,
"WD10003749",5,"FL",40,0,"FLd3GLd4RGd5HS5CMd5/A","FLd",40,"FLd/A","GLd",30,"GLd/A","RGd",10,"RGd/A","HS",10,"HS/A","CMd",10,"CMd/A",,,,,,,,,,,,,,,,
"WD10003750",2,"FL",90,0,"FLe1GLe5/A","FLe",90,"FLe/A","GLe",10,"GLe/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10003751",4,"FL",60,0,"FLe3SCg4GLd4FLc5/A","FLe",50,"FLe/A","SCg",20,"SCg/A","GLd",20,"GLd/A","FLc",10,"FLc/A",,,,,,,,,,,,,,,,,,,
"WD10003752",2,"FL",90,0,"FLe1SNg5/A","FLe",90,"FLe/A","SNg",10,"SNg/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10003753",4,"FL",60,0,"FLe3SCm4GLu4FLt5/A","FLe",50,"FLe/A","SCm",20,"SCm/A","GLu",20,"GLu/A","FLt",10,"FLt/A",,,,,,,,,,,,,,,,,,,
"WD10003754",4,"FL",50,0,"FLe3GL4SC5RGe5/A","FLe",50,"FLe/A","GL",30,"GL/A","SC",10,"SC/A","RGe",10,"RGe/A",,,,,,,,,,,,,,,,,,,
"WD10003756",5,"FL",50,0,"FLe3SCh4CMe4RGc5FLt5/A","FLe",40,"FLe/A","SCh",20,"SCh/A","CMe",20,"CMe/A","RGc",10,"RGc/A","FLt",10,"FLt/A",,,,,,,,,,,,,,,,
"WD10003758",3,"FL",60,0,"FLe2GL4CMg4/A","FLe",60,"FLe/A","GL",20,"GL/A","CMg",20,"CMg/A",,,,,,,,,,,,,,,,,,,,,,
"WD10003762",4,"FL",70,0,"FLt3SCg4FLc4HS5/A","FLt",50,"FLt/A","SCg",20,"SCg/A","FLc",20,"FLc/A","HS",10,"HS/A",,,,,,,,,,,,,,,,,,,
"WD10003763",2,"FL",90,0,"FLt1SCg5/A","FLt",90,"FLt/A","SCg",10,"SCg/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10003765",4,"FL",60,0,"FLt3SCh4GL4FLe5/A","FLt",50,"FLt/A","SCh",20,"SCh/A","GL",20,"GL/A","FLe",10,"FLe/A",,,,,,,,,,,,,,,,,,,
"WD10003766",5,"LV",60,0,"LVx3VR4LVk4SC5PLe5/A","LVx",40,"LVx/A","VR",20,"VR/A","LVk",20,"LVk/A","SC",10,"SC/A","PLe",10,"PLe/A",,,,,,,,,,,,,,,,
"WD10003768",1,"LV",100,0,"LVx1/A","LVx",100,"LVx/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD10003769",2,"LV",70,0,"LVx2CMx4/A","LVx",70,"LVx/A","CMx",30,"CMx/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10003770",2,"LV",70,0,"LVx2CMx4/A","LVx",70,"LVx/A","CMx",30,"CMx/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10003771",2,"LV",70,0,"LVx2CMx4/A","LVx",70,"LVx/A","CMx",30,"CMx/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10003775",6,"LV",80,0,"LVx3LVg4SN5LXp5LPq5FLe5/A","LVx",50,"LVx/A","LVg",30,"LVg/A","SN",5,"SN/A","LXp",5,"LXp/A","LPq",5,"LPq/A","FLe",5,"FLe/A",,,,,,,,,,,,,
"WD10003778",5,"LV",40,0,"LVx3CMe4LPq5GL5FLe5/A","LVx",40,"LVx/A","CMe",30,"CMe/A","LPq",10,"LPq/A","GL",10,"GL/A","FLe",10,"FLe/A",,,,,,,,,,,,,,,,
"WD10003779",5,"LV",40,0,"LVx3SNg4SC5LPq5GL5/A","LVx",40,"LVx/A","SNg",30,"SNg/A","SC",10,"SC/A","LPq",10,"LPq/A","GL",10,"GL/A",,,,,,,,,,,,,,,,
"WD10003781",3,"LV",60,0,"LVx2VR4LPq5/A","LVx",60,"LVx/A","VR",30,"VR/A","LPq",10,"LPq/A",,,,,,,,,,,,,,,,,,,,,,
"WD10003782",3,"LV",60,0,"LVx2CMx4LPq5/A","LVx",60,"LVx/A","CMx",30,"CMx/A","LPq",10,"LPq/A",,,,,,,,,,,,,,,,,,,,,,
"WD10003784",3,"LV",80,0,"LVx1GLu5FLe5/A","LVx",80,"LVx/A","GLu",10,"GLu/A","FLe",10,"FLe/A",,,,,,,,,,,,,,,,,,,,,,
"WD10003786",2,"LX",70,0,"LXf2NTr4/A","LXf",70,"LXf/A","NTr",30,"NTr/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10003788",2,"LX",90,0,"LXf1LPq5/A","LXf",90,"LXf/A","LPq",10,"LPq/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10003789",4,"LX",50,0,"LXf3CMo4LPq5FLe5/A","LXf",50,"LXf/A","CMo",30,"CMo/A","LPq",10,"LPq/A","FLe",10,"FLe/A",,,,,,,,,,,,,,,,,,,
"WD10003790",4,"LX",50,0,"LXf3CMo4LPq5FLe5/A","LXf",50,"LXf/A","CMo",30,"CMo/A","LPq",10,"LPq/A","FLe",10,"FLe/A",,,,,,,,,,,,,,,,,,,
"WD10003795",4,"LX",70,0,"LXf3NTr4LXp4FLe5/A","LXf",50,"LXf/A","NTr",20,"NTr/A","LXp",20,"LXp/A","FLe",10,"FLe/A",,,,,,,,,,,,,,,,,,,
"WD10003800",6,"LV",50,0,"LVh4SNg4LVx4LPq5FLe5CMe5/A","LVh",30,"LVh/A","SNg",20,"SNg/A","LVx",20,"LVx/A","LPq",10,"LPq/A","FLe",10,"FLe/A","CMe",10,"CMe/A",,,,,,,,,,,,,
"WD10001244",3,"FR",66,0,"LPq4FRu4FRr4/A","LPq",34,"LPq/A","FRu",33,"FRu/A","FRr",33,"FRr/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001246",2,"LP",50,0,"LPq3FRh3/A","LPq",50,"LPq/A","FRh",50,"FRh/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001247",2,"LP",50,0,"LPq3FRh3/A","LPq",50,"LPq/A","FRh",50,"FRh/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001248",3,"FR",66,0,"LPq4FRx4FRh4/A","LPq",34,"LPq/A","FRx",33,"FRx/A","FRh",33,"FRh/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001249",2,"LP",50,0,"LPq3FRh3/A","LPq",50,"LPq/A","FRh",50,"FRh/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001250",2,"PT",50,0,"PT3LPq3/A","PT",50,"PT/A","LPq",50,"LPq/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001251",2,"LP",50,0,"LPq3FRr3/A","LPq",50,"LPq/A","FRr",50,"FRr/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001252",2,"LP",50,0,"LPq3FRx3/A","LPq",50,"LPq/A","FRx",50,"FRx/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001253",2,"GL",50,0,"LPq3GL3/A","LPq",50,"LPq/A","GL",50,"GL/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001255",2,"LX",50,0,"LXf3LPq3/A","LXf",50,"LXf/A","LPq",50,"LPq/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001256",2,"LX",50,0,"LXf3LPq3/A","LXf",50,"LXf/A","LPq",50,"LPq/A",,,,,,,,,,,,,,,,,,,,,,,,,
"WD10001257",3,"LX",66,0,"LPq4LXp4LXf4/A","LPq",34,"LPq/A","LXp",33,"LXp/A","LXf",33,"LXf/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001259",3,"LP",34,0,"LPq4NTr4LXf4/A","LPq",34,"LPq/A","NTr",33,"NTr/A","LXf",33,"LXf/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001260",3,"LP",34,0,"LPq4LXf4ARb4/A","LPq",34,"LPq/A","LXf",33,"LXf/A","ARb",33,"ARb/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001262",3,"LP",34,0,"LPq4LXf4ARl4/A","LPq",34,"LPq/A","LXf",33,"LXf/A","ARl",33,"ARl/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001264",3,"LP",34,0,"LPq4RGd4LXf4/A","LPq",34,"LPq/A","RGd",33,"RGd/A","LXf",33,"LXf/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001265",3,"LP",34,0,"LPq4RGe4LXf4/A","LPq",34,"LPq/A","RGe",33,"RGe/A","LXf",33,"LXf/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001267",3,"LP",34,0,"LPq4RGe4LXf4/A","LPq",34,"LPq/A","RGe",33,"RGe/A","LXf",33,"LXf/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001268",3,"LP",34,0,"LPq4RGe4LXf4/A","LPq",34,"LPq/A","RGe",33,"RGe/A","LXf",33,"LXf/A",,,,,,,,,,,,,,,,,,,,,,
"WD10001270",2,"LX",50,0,"LXf3LPq3/A","LXf",50,"LXf/A","LPq",50,"LPq/A",,,,,,,,,,,,,,,,,,,,,,,,,
