"NEWSUID","NoSoilComp","DomFAO_Name","DomFAO_Prop","PropSynthProf","SoilMapUnit","SOIL1","PROP1","PRID1","SOIL2","PROP2","PRID2","SOIL3","PROP3","PRID3","SOIL4","PROP4","PRID4","SOIL5","PROP5","PRID5","SOIL6","PROP6","PRID6","SOIL7","PROP7","PRID7","SOIL8","PROP8","PRID8","SOIL9","PROP9","PRID9","SOIL10","PROP10","PRID10","WATE"
"WD30031007",3,"LX",70,0,"LXh2PTe4CMv5/C","LXh",70,"LXh/C","PTe",22,"PTe/C","CMv",8,"CMv/C",,,,,,,,,,,,,,,,,,,,,,
"WD30031009",7,"LX",36,0,"VRk4LXf4LVh5LXh5RGe5LPe5PTe5/C","VRk",29,"VRk/C","LXf",27,"LXf/C","LVh",18,"LVh/C","LXh",9,"LXh/C","RGe",6,"RGe/C","LPe",6,"LPe/C","PTe",5,"PTe/C",,,,,,,,,,
"WD30031010",3,"VR",46,0,"VRe3LVk4LPm4/C","VRe",46,"VRe/C","LVk",29,"LVk/C","LPm",25,"LPm/C",,,,,,,,,,,,,,,,,,,,,,
"WD30031015",3,"VR",80,0,"VRk1LXh5LVh5/C","VRk",80,"VRk/C","LXh",14,"LXh/C","LVh",6,"LVh/C",,,,,,,,,,,,,,,,,,,,,,
"WD30031016",2,"FR",79,0,"FRr2RGe4/C","FRr",79,"FRr/C","RGe",21,"RGe/C",,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031018",6,"SN",26,0,"SNh4LXh4LPq5RGe5LVk5PTe5/C","SNh",26,"SNh/C","LXh",25,"LXh/C","LPq",19,"LPq/C","RGe",16,"RGe/C","LVk",8,"LVk/C","PTe",6,"PTe/C",,,,,,,,,,,,,
"WD30031021",3,"AC",64,0,"ACh2LPq4GLe5/C","ACh",64,"ACh/C","LPq",25,"LPq/C","GLe",11,"GLe/C",,,,,,,,,,,,,,,,,,,,,,
"WD30031023",3,"PH",65,0,"PHh2VRe4LPq5/C","PHh",65,"PHh/C","VRe",29,"VRe/C","LPq",6,"LPq/C",,,,,,,,,,,,,,,,,,,,,,
"WD30031027",2,"FR",79,0,"FRr2RGe4/C","FRr",79,"FRr/C","RGe",21,"RGe/C",,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031028",3,"VR",57,0,"VRk3LXh4LVh5/C","VRk",57,"VRk/C","LXh",37,"LXh/C","LVh",6,"LVh/C",,,,,,,,,,,,,,,,,,,,,,
"WD30031029",2,"LP",59,0,"LPq3PHh3/C","LPq",59,"LPq/C","PHh",41,"PHh/C",,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031030",3,"VR",76,0,"VRk2PHh5RGe5/C","VRk",76,"VRk/C","PHh",16,"PHh/C","RGe",8,"RGe/C",,,,,,,,,,,,,,,,,,,,,,
"WD30031032",2,"FR",92,0,"FRr1RGd5/C","FRr",92,"FRr/C","RGd",8,"RGd/C",,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031034",6,"VR",46,0,"VRe4LXh4PHh5VRk5KSh5RGe5/C","VRe",35,"VRe/C","LXh",24,"LXh/C","PHh",19,"PHh/C","VRk",11,"VRk/C","KSh",6,"KSh/C","RGe",5,"RGe/C",,,,,,,,,,,,,
"WD30031037",3,"AR",79,0,"ARh2LVk5VRk5/C","ARh",79,"ARh/C","LVk",15,"LVk/C","VRk",6,"VRk/C",,,,,,,,,,,,,,,,,,,,,,
"WD30031040",3,"PT",56,0,"PTa3ARh4LXf5/C","PTa",56,"PTa/C","ARh",28,"ARh/C","LXf",16,"LXf/C",,,,,,,,,,,,,,,,,,,,,,
"WD30031041",4,"RG",61,0,"RGe2LVk4LVh5LVf5/C","RGe",61,"RGe/C","LVk",20,"LVk/C","LVh",10,"LVh/C","LVf",9,"LVf/C",,,,,,,,,,,,,,,,,,,
"WD30031043",3,"AC",52,0,"ACp3PTe4VRk5/C","ACp",52,"ACp/C","PTe",38,"PTe/C","VRk",10,"VRk/C",,,,,,,,,,,,,,,,,,,,,,
"WD30031046",3,"LX",44,0,"LXh3LVk3LPe5/C","LXh",44,"LXh/C","LVk",43,"LVk/C","LPe",13,"LPe/C",,,,,,,,,,,,,,,,,,,,,,
"WD30031050",2,"LP",81,0,"LPe1ACh5/C","LPe",81,"LPe/C","ACh",19,"ACh/C",,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031052",3,"AC",52,0,"ACp3PTe4PTa5/C","ACp",52,"ACp/C","PTe",38,"PTe/C","PTa",10,"PTa/C",,,,,,,,,,,,,,,,,,,,,,
"WD30031054",3,"LP",53,0,"ACh3LPq4LPd5/C","ACh",47,"ACh/C","LPq",37,"LPq/C","LPd",16,"LPd/C",,,,,,,,,,,,,,,,,,,,,,
"WD30031055",6,"VR",46,0,"VRe4LXh4PHh5VRk5KSh5RGe5/C","VRe",35,"VRe/C","LXh",24,"LXh/C","PHh",19,"PHh/C","VRk",11,"VRk/C","KSh",6,"KSh/C","RGe",5,"RGe/C",,,,,,,,,,,,,
"WD30031057",3,"FR",71,0,"FRr2RGd4PTa5/C","FRr",71,"FRr/C","RGd",24,"RGd/C","PTa",5,"PTa/C",,,,,,,,,,,,,,,,,,,,,,
"WD30031058",5,"AC",66,0,"ACp3PLe5ACh5RGe5PTa5/C","ACp",51,"ACp/C","PLe",15,"PLe/C","ACh",15,"ACh/C","RGe",11,"RGe/C","PTa",8,"PTa/C",,,,,,,,,,,,,,,,
"WD30031059",4,"AC",33,0,"ACh4GLe4PLe4RGe5/C","ACh",33,"ACh/C","GLe",29,"GLe/C","PLe",22,"PLe/C","RGe",16,"RGe/C",,,,,,,,,,,,,,,,,,,
"WD30031063",3,"VR",76,0,"VRk2PHh5RGe5/C","VRk",76,"VRk/C","PHh",16,"PHh/C","RGe",8,"RGe/C",,,,,,,,,,,,,,,,,,,,,,
"WD30031066",4,"LV",48,0,"PTe3LVh4LVf5VRk5/C","PTe",46,"PTe/C","LVh",33,"LVh/C","LVf",15,"LVf/C","VRk",6,"VRk/C",,,,,,,,,,,,,,,,,,,
"WD30031067",2,"FR",66,0,"FRr2RGd4/C","FRr",66,"FRr/C","RGd",34,"RGd/C",,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031068",4,"PT",47,0,"PTe3LVh4LVf5VRk5/C","PTe",47,"PTe/C","LVh",32,"LVh/C","LVf",15,"LVf/C","VRk",6,"VRk/C",,,,,,,,,,,,,,,,,,,
"WD30031069",6,"VR",46,0,"VRe4LXh4PHh5VRk5KSh5RGe5/C","VRe",35,"VRe/C","LXh",24,"LXh/C","PHh",19,"PHh/C","VRk",11,"VRk/C","KSh",6,"KSh/C","RGe",5,"RGe/C",,,,,,,,,,,,,
"WD30031071",3,"SN",85,0,"SNh1LXh5VRk5/C","SNh",85,"SNh/C","LXh",10,"LXh/C","VRk",5,"VRk/C",,,,,,,,,,,,,,,,,,,,,,
"WD30031077",2,"SN",80,0,"SNh1LVh4/C","SNh",80,"SNh/C","LVh",20,"LVh/C",,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031083",4,"AC",74,0,"ACh2LVh5LPq5PTa5/C","ACh",74,"ACh/C","LVh",12,"LVh/C","LPq",8,"LPq/C","PTa",6,"PTa/C",,,,,,,,,,,,,,,,,,,
"WD30031084",3,"FR",79,0,"FRr2RGe5LPq5/C","FRr",79,"FRr/C","RGe",11,"RGe/C","LPq",10,"LPq/C",,,,,,,,,,,,,,,,,,,,,,
"WD30031085",2,"RG",88,0,"RGd1LXh5/C","RGd",88,"RGd/C","LXh",12,"LXh/C",,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031087",6,"VR",46,0,"VRe4LXh4PHh5VRk5KSh5RGe5/C","VRe",35,"VRe/C","LXh",24,"LXh/C","PHh",19,"PHh/C","VRk",11,"VRk/C","KSh",6,"KSh/C","RGe",5,"RGe/C",,,,,,,,,,,,,
"WD30031088",4,"AC",74,0,"ACh2LVh5LPq5PTa5/C","ACh",74,"ACh/C","LVh",12,"LVh/C","LPq",8,"LPq/C","PTa",6,"PTa/C",,,,,,,,,,,,,,,,,,,
"WD30031090",2,"LP",66,0,"LPq2LXh4/C","LPq",66,"LPq/C","LXh",34,"LXh/C",,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031091",3,"LV",80,0,"LVf1RGe5CMe5/C","LVf",80,"LVf/C","RGe",13,"RGe/C","CMe",7,"CMe/C",,,,,,,,,,,,,,,,,,,,,,
"WD30031092",2,"AC",51,0,"ACh3RGe3/C","ACh",51,"ACh/C","RGe",49,"RGe/C",,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031096",2,"RG",64,0,"RGe2ACh4/C","RGe",64,"RGe/C","ACh",36,"ACh/C",,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031097",4,"AC",74,0,"ACh2LVh5LPq5PTa5/C","ACh",74,"ACh/C","LVh",12,"LVh/C","LPq",8,"LPq/C","PTa",6,"PTa/C",,,,,,,,,,,,,,,,,,,
"WD30031098",2,"LP",65,0,"LPe2ACh4/C","LPe",65,"LPe/C","ACh",35,"ACh/C",,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031099",4,"PH",56,0,"PHh3VRk4RGe4PHl5/C","PHh",50,"PHh/C","VRk",22,"VRk/C","RGe",22,"RGe/C","PHl",6,"PHl/C",,,,,,,,,,,,,,,,,,,
"WD30031100",5,"FR",60,0,"FRr2LPq5HSf5GLm5NTr5/C","FRr",60,"FRr/C","LPq",18,"LPq/C","HSf",9,"HSf/C","GLm",7,"GLm/C","NTr",6,"NTr/C",,,,,,,,,,,,,,,,
"WD30031102",4,"PH",56,0,"PHh3VRk4RGe4PHl5/C","PHh",50,"PHh/C","VRk",22,"VRk/C","RGe",22,"RGe/C","PHl",6,"PHl/C",,,,,,,,,,,,,,,,,,,
"WD30031103",3,"PH",65,0,"PHh2VRe4LPq5/C","PHh",65,"PHh/C","VRe",29,"VRe/C","LPq",6,"LPq/C",,,,,,,,,,,,,,,,,,,,,,
"WD30031104",2,"RG",64,0,"RGe2ACh4/C","RGe",64,"RGe/C","ACh",36,"ACh/C",,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031105",4,"LX",56,0,"LXf3PTe4LVk5CMe5/C","LXf",56,"LXf/C","PTe",26,"PTe/C","LVk",13,"LVk/C","CMe",5,"CMe/C",,,,,,,,,,,,,,,,,,,
"WD30031107",4,"AC",33,0,"ACh4GLe4PLe4RGe5/C","ACh",33,"ACh/C","GLe",29,"GLe/C","PLe",22,"PLe/C","RGe",16,"RGe/C",,,,,,,,,,,,,,,,,,,
"WD30031108",2,"AC",54,0,"ACh3LPq3/C","ACh",54,"ACh/C","LPq",46,"LPq/C",,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031112",2,"LP",80,0,"LPe1RGc4/C","LPe",80,"LPe/C","RGc",20,"RGc/C",,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031113",2,"CM",80,0,"CMx1LVx4/C","CMx",80,"CMx/C","LVx",20,"LVx/C",,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031114",2,"LV",75,0,"LVx2ACh4/C","LVx",75,"LVx/C","ACh",25,"ACh/C",,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031115",2,"LV",90,0,"LVh1SNg5/C","LVh",90,"LVh/C","SNg",10,"SNg/C",,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031116",2,"LV",90,0,"LVx1LPq5/C","LVx",90,"LVx/C","LPq",10,"LPq/C",,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031117",1,"LV",100,0,"LVx1/C","LVx",100,"LVx/C",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031120",3,"LX",40,0,"LXg3LPe3ACh4/C","LXg",40,"LXg/C","LPe",40,"LPe/C","ACh",20,"ACh/C",,,,,,,,,,,,,,,,,,,,,,
"WD30031121",3,"FL",60,0,"FLc2SNj4LVk4/C","FLc",60,"FLc/C","SNj",20,"SNj/C","LVk",20,"LVk/C",,,,,,,,,,,,,,,,,,,,,,
"WD30031122",2,"LP",70,0,"LPq2LXf4/C","LPq",70,"LPq/C","LXf",30,"LXf/C",,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031123",2,"CL",80,0,"CLl1LVk4/C","CLl",80,"CLl/C","LVk",20,"LVk/C",,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031124",2,"FL",50,0,"FLe3CMe3/C","FLe",50,"FLe/C","CMe",50,"CMe/C",,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031127",3,"LP",80,0,"LPq1LXh5ACf5/C","LPq",80,"LPq/C","LXh",10,"LXh/C","ACf",10,"ACf/C",,,,,,,,,,,,,,,,,,,,,,
"WD30031128",2,"LX",100,0,"LXh1LXf5/C","LXh",90,"LXh/C","LXf",10,"LXf/C",,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031129",2,"AC",100,0,"ACh2ACg4/C","ACh",70,"ACh/C","ACg",30,"ACg/C",,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031130",2,"LP",70,0,"LPq2LXh4/C","LPq",70,"LPq/C","LXh",30,"LXh/C",,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031131",2,"CM",70,0,"CMo2LXh4/C","CMo",70,"CMo/C","LXh",30,"LXh/C",,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031132",2,"CM",80,0,"CMo1LPq4/C","CMo",80,"CMo/C","LPq",20,"LPq/C",,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031133",1,"LX",100,0,"LXf1/C","LXf",100,"LXf/C",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031134",3,"LP",70,0,"LPq2PHj5LXf5/C","LPq",70,"LPq/C","PHj",15,"PHj/C","LXf",15,"LXf/C",,,,,,,,,,,,,,,,,,,,,,
"WD30031135",2,"LV",80,0,"LVk1SNk4/C","LVk",80,"LVk/C","SNk",20,"SNk/C",,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031136",2,"LP",80,0,"LPq1LXf4/C","LPq",80,"LPq/C","LXf",20,"LXf/C",,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031137",2,"LX",60,0,"LXh2LPq3/C","LXh",60,"LXh/C","LPq",40,"LPq/C",,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031138",1,"LP",100,0,"LPq1/C","LPq",100,"LPq/C",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031139",3,"AC",65,0,"ACh2PHj4LPq5/C","ACh",65,"ACh/C","PHj",20,"PHj/C","LPq",15,"LPq/C",,,,,,,,,,,,,,,,,,,,,,
"WD30031146",1,"VR",100,0,"VRk1/C","VRk",100,"VRk/C",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031149",3,"LV",80,0,"LVx3LVv4LPq4/C","LVx",50,"LVx/C","LVv",30,"LVv/C","LPq",20,"LPq/C",,,,,,,,,,,,,,,,,,,,,,
"WD30031150",1,"SC",100,0,"SCn1/C","SCn",100,"SCn/C",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031151",2,"LX",50,0,"LXf3ARh3/C","LXf",50,"LXf/C","ARh",50,"ARh/C",,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031152",2,"LV",50,0,"LVx3FLe3/C","LVx",50,"LVx/C","FLe",50,"FLe/C",,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031153",1,"FR",100,0,"FRr1/C","FRr",100,"FRr/C",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031154",1,"FR",100,0,"FRh1/C","FRh",100,"FRh/C",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031155",1,"FR",100,0,"FRh1/C","FRh",100,"FRh/C",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031156",1,"FR",100,0,"FRr1/C","FRr",100,"FRr/C",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031157",2,"LP",70,0,"LPe2VRk4/C","LPe",70,"LPe/C","VRk",30,"VRk/C",,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031161",1,"LP",100,0,"LPe1/C","LPe",100,"LPe/C",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031163",1,"LP",100,0,"LPq1/C","LPq",100,"LPq/C",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031164",2,"LP",85,0,"LPq1NTr5/C","LPq",85,"LPq/C","NTr",15,"NTr/C",,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031165",1,"LP",100,0,"LPq1/C","LPq",100,"LPq/C",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031166",2,"CM",80,0,"CMo1PLe4/C","CMo",80,"CMo/C","PLe",20,"PLe/C",,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031167",1,"LP",100,0,"LPe1/C","LPe",100,"LPe/C",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031170",3,"LV",80,0,"LVx2LXh4LVf4/C","LVx",60,"LVx/C","LXh",20,"LXh/C","LVf",20,"LVf/C",,,,,,,,,,,,,,,,,,,,,,
"WD30031172",2,"FR",60,0,"FRr2LXg3/C","FRr",60,"FRr/C","LXg",40,"LXg/C",,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031173",1,"LV",100,0,"LVx1/C","LVx",100,"LVx/C",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031174",3,"SN",45,0,"SNg3CMv3ARh5/C","SNg",45,"SNg/C","CMv",40,"CMv/C","ARh",15,"ARh/C",,,,,,,,,,,,,,,,,,,,,,
"WD30031175",1,"LX",100,0,"LXf1/C","LXf",100,"LXf/C",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031176",1,"LX",100,0,"LXf1/C","LXf",100,"LXf/C",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031177",1,"LX",100,0,"LXh1/C","LXh",100,"LXh/C",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031178",3,"LP",80,0,"LPe1LXh5CMx5/C","LPe",80,"LPe/C","LXh",10,"LXh/C","CMx",10,"CMx/C",,,,,,,,,,,,,,,,,,,,,,
"WD30031179",1,"AR",100,0,"ARh1/C","ARh",100,"ARh/C",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031180",1,"LP",100,0,"LPe1/C","LPe",100,"LPe/C",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031181",3,"CM",90,0,"CMx2CMo4VRk5/C","CMx",70,"CMx/C","CMo",20,"CMo/C","VRk",10,"VRk/C",,,,,,,,,,,,,,,,,,,,,,
"WD30031182",2,"LP",90,0,"LPq1ALh5/C","LPq",90,"LPq/C","ALh",10,"ALh/C",,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031183",3,"VR",50,0,"VRe3ACh4ALh4/C","VRe",50,"VRe/C","ACh",30,"ACh/C","ALh",20,"ALh/C",,,,,,,,,,,,,,,,,,,,,,
"WD30031184",3,"CM",60,0,"CMx2LPq4VRe5/C","CMx",60,"CMx/C","LPq",30,"LPq/C","VRe",10,"VRe/C",,,,,,,,,,,,,,,,,,,,,,
"WD30031185",2,"LP",85,0,"LPq1LXh5/C","LPq",85,"LPq/C","LXh",15,"LXh/C",,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031186",3,"LV",60,0,"LVx2LXf4FRr4/C","LVx",60,"LVx/C","LXf",20,"LXf/C","FRr",20,"FRr/C",,,,,,,,,,,,,,,,,,,,,,
"WD30031187",2,"LX",55,0,"LXh3LPe3/C","LXh",55,"LXh/C","LPe",45,"LPe/C",,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031188",3,"LV",90,0,"LVh2LVx4CMe5/C","LVh",60,"LVh/C","LVx",30,"LVx/C","CMe",10,"CMe/C",,,,,,,,,,,,,,,,,,,,,,
"WD30031189",2,"LP",70,0,"LPm2LVx4/C","LPm",70,"LPm/C","LVx",30,"LVx/C",,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031190",3,"CM",100,0,"CMv3CMx3CMo5/C","CMv",50,"CMv/C","CMx",40,"CMx/C","CMo",10,"CMo/C",,,,,,,,,,,,,,,,,,,,,,
"WD30031191",1,"LP",100,0,"LPq1/C","LPq",100,"LPq/C",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031192",3,"CM",60,0,"CMx2LPe4GLe4/C","CMx",60,"CMx/C","LPe",20,"LPe/C","GLe",20,"GLe/C",,,,,,,,,,,,,,,,,,,,,,
"WD30031193",4,"LV",60,0,"LVh3LPe4LVg5GLm5/C","LVh",42,"LVh/C","LPe",28,"LPe/C","LVg",18,"LVg/C","GLm",12,"GLm/C",,,,,,,,,,,,,,,,,,,
"WD30031194",1,"LP",100,0,"LPe1/C","LPe",100,"LPe/C",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031195",4,"AR",40,0,"ARl3LXh4PLe5LPq5/C","ARl",40,"ARl/C","LXh",30,"LXh/C","PLe",15,"PLe/C","LPq",15,"LPq/C",,,,,,,,,,,,,,,,,,,
"WD30031196",3,"CM",50,0,"CMx3VRe3LXg5/C","CMx",50,"CMx/C","VRe",40,"VRe/C","LXg",10,"LXg/C",,,,,,,,,,,,,,,,,,,,,,
"WD30031197",3,"AR",50,0,"ARl3LXh3PLe5/C","ARl",50,"ARl/C","LXh",40,"LXh/C","PLe",10,"PLe/C",,,,,,,,,,,,,,,,,,,,,,
"WD30031199",2,"PH",70,0,"PHj2ACh4/C","PHj",70,"PHj/C","ACh",30,"ACh/C",,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031200",2,"PH",70,0,"PHj2ACh4/C","PHj",70,"PHj/C","ACh",30,"ACh/C",,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031202",1,"LP",100,0,"LPd1/C","LPd",100,"LPd/C",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031205",3,"NT",60,0,"NTr2LVk4GLe5/C","NTr",60,"NTr/C","LVk",25,"LVk/C","GLe",15,"GLe/C",,,,,,,,,,,,,,,,,,,,,,
"WD30031207",2,"LV",60,0,"LVa2ACh3/C","LVa",60,"LVa/C","ACh",40,"ACh/C",,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031210",3,"LV",85,0,"LVa2LXh5LVx5/C","LVa",70,"LVa/C","LXh",15,"LXh/C","LVx",15,"LVx/C",,,,,,,,,,,,,,,,,,,,,,
"WD30031211",3,"LP",70,0,"LPe2FLe4LVx5/C","LPe",70,"LPe/C","FLe",20,"FLe/C","LVx",10,"LVx/C",,,,,,,,,,,,,,,,,,,,,,
"WD30031212",4,"LV",45,0,"LVx3LXh4SNm5LPe5/C","LVx",45,"LVx/C","LXh",35,"LXh/C","SNm",10,"SNm/C","LPe",10,"LPe/C",,,,,,,,,,,,,,,,,,,
"WD40003438",2,"HS",70,0,"HS2LVa4/D","HS",70,"HS/D","LVa",30,"LVa/D",,,,,,,,,,,,,,,,,,,,,,,,,
"WD40003439",2,"HS",70,0,"HS2LVa4/D","HS",70,"HS/D","LVa",30,"LVa/D",,,,,,,,,,,,,,,,,,,,,,,,,
"WD40003440",3,"HS",60,0,"HS2LVa4LPq4/D","HS",60,"HS/D","LVa",20,"LVa/D","LPq",20,"LPq/D",,,,,,,,,,,,,,,,,,,,,,
"WD40003441",2,"HS",70,0,"HS2CMe4/D","HS",70,"HS/D","CMe",30,"CMe/D",,,,,,,,,,,,,,,,,,,,,,,,,
"WD40003442",2,"HS",70,0,"HS2PZh4/D","HS",70,"HS/D","PZh",30,"PZh/D",,,,,,,,,,,,,,,,,,,,,,,,,
"WD40003443",2,"HS",70,0,"HS2GLe4/D","HS",70,"HS/D","GLe",30,"GLe/D",,,,,,,,,,,,,,,,,,,,,,,,,
"WD40003444",1,"HS",100,0,"HSi1/D","HSi",100,"HSi/D",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031220",1,"LP",100,0,"LPq1/C","LPq",100,"LPq/C",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031221",2,"AR",85,0,"ARg1LPq5/C","ARg",85,"ARg/C","LPq",15,"LPq/C",,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031222",2,"LP",85,0,"LPq1CMx5/C","LPq",85,"LPq/C","CMx",15,"CMx/C",,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031223",2,"LX",70,0,"LXh2ARg4/C","LXh",70,"LXh/C","ARg",30,"ARg/C",,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031224",2,"SN",55,0,"SNk3CLl3/C","SNk",55,"SNk/C","CLl",45,"CLl/C",,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031246",1,"LP",100,0,"LPq1/C","LPq",100,"LPq/C",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031247",3,"LV",85,0,"LVf2LVx5LPe5/C","LVf",70,"LVf/C","LVx",15,"LVx/C","LPe",15,"LPe/C",,,,,,,,,,,,,,,,,,,,,,
"WD30031249",1,"LP",100,0,"LPq1/C","LPq",100,"LPq/C",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031250",2,"LP",70,0,"LPq2PLe4/C","LPq",70,"LPq/C","PLe",30,"PLe/C",,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031254",3,"LV",60,0,"ACh3LVh4LVf4/C","ACh",40,"ACh/C","LVh",30,"LVh/C","LVf",30,"LVf/C",,,,,,,,,,,,,,,,,,,,,,
"WD30031255",1,"LX",100,0,"LXh1/C","LXh",100,"LXh/C",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031256",3,"AC",60,0,"LPq3ACh4ACg4/C","LPq",40,"LPq/C","ACh",30,"ACh/C","ACg",30,"ACg/C",,,,,,,,,,,,,,,,,,,,,,
"WD30031257",1,"WR",100,0,"WR1/C","WR",100,"WR/C",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031392",1,"CM",100,0,"CMd1/C","CMd",100,"CMd/C",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031409",1,"FR",100,0,"FRh1/C","FRh",100,"FRh/C",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031434",1,"FR",100,0,"FRh1/C","FRh",100,"FRh/C",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031435",2,"FR",100,0,"FRh1FRr4/C","FRh",80,"FRh/C","FRr",20,"FRr/C",,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031436",2,"AR",60,0,"ARl2FRh3/C","ARl",60,"ARl/C","FRh",40,"FRh/C",,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031437",3,"FR",66,0,"ACh4FRx4FRh4/C","ACh",34,"ACh/C","FRx",33,"FRx/C","FRh",33,"FRh/C",,,,,,,,,,,,,,,,,,,,,,
"WD30031439",2,"FR",66,0,"FRh2ACh4/C","FRh",66,"FRh/C","ACh",34,"ACh/C",,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031440",2,"FR",80,0,"FRh1ARh4/C","FRh",80,"FRh/C","ARh",20,"ARh/C",,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031441",2,"FR",100,0,"FRh2FRu4/C","FRh",75,"FRh/C","FRu",25,"FRu/C",,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031442",2,"FR",100,0,"FRh3FRu3/C","FRh",51,"FRh/C","FRu",49,"FRu/C",,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031443",1,"CM",100,0,"CMv1/C","CMv",100,"CMv/C",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031444",1,"CM",100,0,"CMo1/C","CMo",100,"CMo/C",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD30031445",1,"AC",100,0,"ACh1/C","ACh",100,"ACh/C",,,,,,,,,,,,,,,,,,,,,,,,,,,,
