pixel_vaue	description	cover_%	cell_count	square_km
9000	WD40009000	0.00	17219	6580
9001	WD50009001	0.00	6386	1822
9002	WD50009002	0.00	11456	2862
9003	WD40009003	0.00	3985	1432
9004	WD50009004	0.00	2435	748
9005	WD40009005	0.00	2805	1073
9006	WD40009006	0.00	11629	4656
9007	WD40009007	0.00	2490	1020
9008	WD50009008	0.01	199575	55692
9009	WD50009009	0.00	5500	1684
9010	WD50009010	0.00	3600	1092
9011	WD50009011	0.00	3063	919
9012	WD50009012	0.00	12662	2704
9013	WD40009013	0.00	14702	5080
9014	WD50009014	0.00	21666	6252
9015	WD50009015	0.01	92201	26420
9016	WD40009016	0.00	6318	1810
9017	WD50009017	0.00	14318	4327
9018	WD50009018	0.00	82696	22933
9019	WD40009019	0.00	5469	1539
9020	WD50009020	0.00	37869	12049
9021	WD40009021	0.00	2629	1037
9022	WD40009022	0.00	276	151
9023	WD50009023	0.00	7185	1576
9024	WD50009024	0.00	23313	4221
9025	WD50009025	0.00	56591	11071
9026	WD50009026	0.00	18242	6030
9027	WD50009027	0.00	2659	726
9028	WD40009028	0.00	33827	12353
9029	WD40009029	0.00	9944	3063
9030	WD50009030	0.00	2334	608
9031	WD40009031	0.00	34940	17038
9032	WD40009032	0.00	7850	2441
9033	WD40009033	0.00	1827	964
9034	WD40009034	0.00	2791	1103
9035	WD40009035	0.00	59137	17597
9036	WD40009036	0.00	13154	4626
9037	WD40009037	0.00	76734	22989
9038	WD40009038	0.00	1791	604
9039	WD40009039	0.00	8873	2337
9040	WD40009040	0.00	3502	1209
9041	WD40009041	0.00	36481	12367
9042	WD40009042	0.00	1190	476
9043	WD40009043	0.00	29867	11924
9044	WD40009044	0.00	20792	7489
9045	WD40009045	0.00	3431	1337
9046	WD50009046	0.00	4949	1428
9047	WD20009047	0.00	2514	1360
9048	WD50009048	0.00	9674	3030
9049	WD40009049	0.01	106537	35571
9050	WD50009050	0.00	2704	847
9051	WD40009051	0.00	3013	1212
9052	WD50009052	0.00	3097	958
9053	WD40009053	0.00	905	274
9054	WD50009054	0.00	1595	467
9055	WD50009055	0.00	11683	3865
9056	WD40009056	0.00	282	125
9057	WD40009057	0.00	23605	9867
9058	WD40009058	0.00	493	214
9059	WD40009059	0.00	12454	3997
9060	WD40009060	0.00	5473	1741
9061	WD40009061	0.00	540	286
9062	WD50009062	0.00	2352	769
9063	WD40009063	0.00	1716	511
9064	WD40009064	0.01	67430	24397
9065	WD50009065	0.00	12667	2831
9066	WD40009066	0.00	24151	6839
9067	WD50009067	0.00	7180	2176
9068	WD50009068	0.00	3395	922
9069	WD50009069	0.00	37266	11253
9070	WD50009070	0.00	834	255
9071	WD50009071	0.00	38201	9415
9072	WD50009072	0.00	3252	1082
9073	WD50009073	0.00	2870	770
9074	WD40009074	0.00	6322	2004
9075	WD40009075	0.00	8169	2739
9076	WD40009076	0.00	10821	3433
9077	WD40009077	0.00	7007	2226
9078	WD50009078	0.00	4671	1172
9079	WD40009079	0.00	15716	5653
9080	WD40009080	0.00	21241	6316
9081	WD50009081	0.00	6745	1947
9082	WD40009082	0.00	3064	950
9083	WD40009083	0.00	1523	575
9084	WD40009084	0.00	3951	1191
9085	WD40009085	0.00	2162	686
9086	WD40009086	0.00	16428	4810
9087	WD40009087	0.00	4823	1543
9088	WD40009088	0.00	8268	2556
9089	WD50009089	0.00	11106	2064
9090	WD40009090	0.00	13685	4700
9091	WD50009091	0.00	6336	2128
9092	WD40009092	0.00	13209	4915
9093	WD50009093	0.00	8961	2481
9094	WD40009094	0.00	16178	4362
9095	WD40009095	0.00	5434	1549
9096	WD50009096	0.00	2455	739
9097	WD50009097	0.00	3370	990
9098	WD40009098	0.00	18065	4734
9099	WD40009099	0.00	4531	1647
9100	WD40009100	0.00	1962	536
9101	WD40009101	0.00	1537	456
9102	WD40009102	0.00	2041	659
9103	WD40009103	0.00	554	212
9104	WD50009104	0.00	7114	2097
9105	WD50009105	0.00	6521	1835
9106	WD40009106	0.00	5641	2159
9107	WD40009107	0.00	16044	5326
9108	WD50009108	0.00	16682	5118
9109	WD40009109	0.00	1336	413
9110	WD40009110	0.00	3323	1196
9111	WD40009111	0.00	2490	940
9112	WD50009112	0.00	7798	1796
9113	WD50009113	0.00	5871	1854
9114	WD50009114	0.00	5961	1715
9115	WD40009115	0.00	7698	2447
9116	WD40009116	0.00	2129	718
9117	WD50009117	0.00	928	288
9118	WD50009118	0.02	315935	89132
9119	WD40009119	0.00	7767	2523
9120	WD50009120	0.00	2707	744
9121	WD50009121	0.00	28260	7699
9122	WD50009122	0.00	35259	7936
9123	WD50009123	0.00	43609	9859
9124	WD50009124	0.01	288229	68980
9125	WD50009125	0.00	8184	2446
9126	WD20009126	0.00	643	353
9127	WD50009127	0.00	2771	842
9128	WD50009128	0.00	22165	3820
9129	WD50009129	0.00	41303	9080
9130	WD50009130	0.00	28667	8501
9131	WD40009131	0.00	549	157
9132	WD50009132	0.00	24824	5565
9133	WD50009133	0.00	25735	7805
9134	WD40009134	0.00	72650	21697
9135	WD50009135	0.01	185862	48952
9136	WD40009136	0.00	5548	1687
9137	WD40009137	0.00	9550	2767
9138	WD40009138	0.00	6095	2103
9139	WD40009139	0.00	8911	3257
9140	WD40009140	0.00	22142	7540
9141	WD40009141	0.00	9117	4670
9142	WD40009142	0.00	7701	2391
9143	WD50009143	0.00	22315	6937
9144	WD40009144	0.00	12966	5291
9145	WD40009145	0.00	16501	7535
9146	WD50009146	0.00	29066	7573
9147	WD40009147	0.00	2909	1171
9148	WD50009148	0.00	5615	1624
9149	WD40009149	0.00	3166	1421
9150	WD40009150	0.00	29773	9636
9151	WD50009151	0.00	2743	748
9152	WD50009152	0.00	3706	1086
9153	WD40009153	0.00	4631	1901
9154	WD40009154	0.00	2338	970
9155	WD40009155	0.00	822	257
9156	WD40009156	0.00	2996	1231
9157	WD40009157	0.00	15114	5229
9158	WD40009158	0.00	3130	1306
9159	WD40009159	0.00	7609	3890
9160	WD40009160	0.00	1506	598
9161	WD40009161	0.00	1235	481
9162	WD40009162	0.02	265823	72633
9163	WD40009163	0.00	4195	1530
9164	WD40009164	0.00	6646	2436
9165	WD40009165	0.00	5589	1830
9166	WD40009166	0.01	97661	32587
9167	WD40009167	0.01	56492	24695
9168	WD40009168	0.00	39572	13391
9169	WD40009169	0.00	3930	1156
9170	WD50009170	0.00	9940	2909
9171	WD40009171	0.00	8382	4028
9172	WD40009172	0.00	2725	936
9173	WD40009173	0.00	3431	1055
9174	WD40009174	0.00	12165	3887
9175	WD40009175	0.00	8539	4474
9176	WD40009176	0.00	1542	807
9177	WD50009177	0.00	782	202
9178	WD40009178	0.00	6763	2603
9179	WD40009179	0.00	2614	944
9180	WD40009180	0.00	6437	1861
9181	WD40009181	0.00	4034	1168
9182	WD50009182	0.00	917	257
9183	WD40009183	0.00	14700	7120
9184	WD40009184	0.00	3591	1359
9185	WD40009185	0.02	294126	100285
9186	WD40009186	0.00	6124	3298
9187	WD40009187	0.00	585	296
9188	WD40009188	0.00	1051	447
9189	WD40009189	0.00	432	175
9190	WD40009190	0.00	4883	1759
9191	WD40009191	0.00	29410	9984
9192	WD50009192	0.00	58970	21084
9193	WD40009193	0.00	3901	1540
9194	WD40009194	0.00	1281	519
9195	WD40009195	0.00	19547	6324
9196	WD40009196	0.00	10604	3538
9197	WD50009197	0.00	531	165
9198	WD40009198	0.00	3841	1967
9199	WD50009199	0.00	6500	1889
9200	WD40009200	0.00	2307	751
9201	WD40009201	0.00	1323	546
9202	WD40009202	0.01	180798	67512
9203	WD40009203	0.00	2652	1494
9204	WD40009204	0.00	4281	2094
9205	WD40009205	0.00	6290	3098
9206	WD40009206	0.00	4345	2103
9207	WD40009207	0.00	11051	5311
9208	WD40009208	0.00	3521	1745
9209	WD40009209	0.00	1220	593
9210	WD40009210	0.00	5476	2655
9211	WD40009211	0.00	14661	7279
9212	WD40009212	0.00	9953	5031
9213	WD40009213	0.00	554	270
9214	WD40009214	0.00	2559	1246
9215	WD40009215	0.00	9815	4784
9216	WD40009216	0.00	1200	585
9217	WD40009217	0.00	1591	781
9218	WD40009218	0.00	856	422
9219	WD40009219	0.00	3990	1976
9220	WD40009220	0.00	1357	657
9221	WD40009221	0.00	2960	1439
9222	WD20009222	0.00	2002	1176
9223	WD40009223	0.00	1866	902
9224	WD40009224	0.00	896	427
9225	WD40009225	0.00	10588	5178
9226	WD40009226	0.00	490	245
9227	WD40009227	0.00	6610	3257
9228	WD40009228	0.00	9819	4952
9229	WD40009229	0.00	1304	641
9230	WD40009230	0.00	35611	18161
9231	WD40009231	0.00	533	319
9232	WD40009232	0.00	9916	5060
9233	WD40009233	0.00	37870	19031
9234	WD40009234	0.00	8785	4348
9235	WD40009235	0.00	17689	8598
9236	WD40009236	0.00	403	250
9237	WD40009237	0.00	8309	4120
9238	WD40009238	0.00	4054	2121
9239	WD40009239	0.00	29958	15498
9240	WD40009240	0.00	22377	11682
9241	WD40009241	0.00	40627	20239
9242	WD40009242	0.00	25665	12622
9243	WD40009243	0.00	12914	6362
9244	WD40009244	0.00	1637	913
9245	WD40009245	0.00	646	355
9246	WD40009246	0.00	928	501
9247	WD40009247	0.00	3275	1775
9248	WD40009248	0.00	1789	730
9249	WD20009249	0.00	5458	2998
9250	WD40009250	0.00	8208	4265
9251	WD40009251	0.00	850	470
9252	WD40009252	0.00	1356	793
9253	WD40009253	0.00	3817	2069
9254	WD40009254	0.00	1176	586
9255	WD40009255	0.00	473	237
9256	WD40009256	0.00	5837	3197
9257	WD40009257	0.00	5547	2335
9258	WD40009258	0.00	850	464
9259	WD40009259	0.00	985	553
9260	WD40009260	0.01	57348	33275
9261	WD40009261	0.00	1247	714
9262	WD40009262	0.00	7348	3881
9263	WD40009263	0.00	2360	1249
9264	WD40009264	0.00	1467	779
9265	WD30009265	0.00	2250	1332
9266	WD40009266	0.00	426	226
9267	WD40009267	0.00	4019	2190
9268	WD40009268	0.00	1822	971
9269	WD40009269	0.00	588	324
9270	WD40009270	0.01	85406	47708
9271	WD30009271	0.00	403	247
9272	WD40009272	0.00	1304	805
9273	WD40009273	0.00	5091	3101
9274	WD40009274	0.00	3205	1909
9275	WD40009275	0.00	5684	3459
9276	WD40009276	0.00	848	472
9277	WD40009277	0.00	3002	1753
9278	WD40009278	0.00	2516	1546
9279	WD40009279	0.00	383	213
9280	WD40009280	0.00	10800	6350
9281	WD40009281	0.00	1567	843
9282	WD40009282	0.00	495	235
9283	WD40009283	0.00	6573	3208
9284	WD40009284	0.00	5096	2578
9285	WD40009285	0.00	3042	1785
9286	WD40009286	0.00	778	436
9287	WD20009287	0.00	4298	2505
9288	WD20009288	0.00	3573	2159
9289	WD20009289	0.00	4517	2670
9290	WD40009290	0.00	417	228
9291	WD20009291	0.00	4694	2762
9292	WD20009292	0.00	5697	3329
9293	WD20009293	0.00	2099	1209
9294	WD20009294	0.00	15737	9166
9295	WD20009295	0.00	6522	3874
9296	WD20009296	0.00	4218	2489
9297	WD20009297	0.00	11945	7043
9298	WD20009298	0.00	2257	1363
9299	WD20009299	0.00	3128	1870
9300	WD20009300	0.00	3627	2166
9301	WD20009301	0.00	2185	1320
9302	WD20009302	0.00	1205	711
9303	WD20009303	0.00	8706	5099
9304	WD20009304	0.00	2758	1618
9305	WD20009305	0.00	2614	1589
9306	WD20009306	0.00	16938	10001
9307	WD40009307	0.00	415	209
9308	WD40009308	0.00	1230	616
9309	WD40009309	0.00	11356	6031
9310	WD20009310	0.00	2843	1700
9311	WD40009311	0.00	1274	766
9312	WD40009312	0.00	1030	577
9313	WD30009313	0.00	12560	8300
9314	WD20009314	0.00	908	599
9315	WD30009315	0.00	7634	5031
9316	WD30009316	0.00	1499	1027
9317	WD30009317	0.00	3193	2124
9318	WD30009318	0.00	2102	1410
9319	WD30009319	0.00	2454	1672
9320	WD30009320	0.00	19285	12938
9321	WD30009321	0.00	13670	9259
9322	WD30009322	0.01	35442	23888
9323	WD30009323	0.00	13922	9345
9324	WD30009324	0.00	4161	2745
9325	WD30009325	0.00	4883	3229
9326	WD30009326	0.00	1812	1175
9327	WD30009327	0.00	3615	2374
9328	WD30009328	0.00	2741	1832
9329	WD30009329	0.00	3942	2582
9330	WD40009330	0.00	439	286
9331	WD30009331	0.00	5744	3799
9332	WD30009332	0.00	5557	3642
9333	WD30009333	0.00	1720	1137
9334	WD40009334	0.00	1437	934
9335	WD30009335	0.00	8922	5968
9336	WD30009336	0.00	6248	4072
9337	WD30009337	0.00	10563	7064
9338	WD30009338	0.00	13181	8858
9339	WD30009339	0.00	2662	1752
9340	WD30009340	0.00	289	193
9341	WD30009341	0.00	470	305
9342	WD30009342	0.00	107	69
9343	WD30009343	0.00	3724	2466
9344	WD30009344	0.00	464	298
9345	WD30009345	0.00	110	60
9346	WD30009346	0.00	6692	3518
9347	WD30009347	0.00	11728	6185
9348	WD30009348	0.00	1703	891
9349	WD30009349	0.00	1954	1027
9350	WD30009350	0.00	283	146
9351	WD30009351	0.00	381	201
9352	WD30009352	0.00	914	486
9353	WD30009353	0.00	51	27
9354	WD30009354	0.00	137	75
9355	WD30009355	0.00	50	27
9356	WD30009356	0.00	1179	624
9357	WD30009357	0.00	1108	585
9358	WD30009358	0.00	10516	5616
9359	WD30009359	0.00	2864	1504
9360	WD30009360	0.00	2202	1153
9361	WD30009361	0.00	1120	587
9362	WD30009362	0.00	1336	699
9363	WD30009363	0.00	3080	1673
9364	WD30009364	0.00	2318	1252
9365	WD30009365	0.00	9	5
9366	WD30009366	0.00	23	12
9367	WD30009367	0.00	150	81
9368	WD30009368	0.00	291	160
9369	WD30009369	0.00	729	407
9370	WD30009370	0.00	333	183
9371	WD30009371	0.00	111	61
9372	WD30009372	0.00	2086	1154
9373	WD30009373	0.00	4365	2380
9374	WD30009374	0.00	2017	1103
9375	WD30009375	0.00	94	51
9376	WD30009376	0.00	3078	1681
9377	WD30009377	0.00	1387	760
9378	WD30009378	0.00	774	425
9379	WD30009379	0.00	2550	1402
9380	WD30009380	0.00	137	77
9381	WD30009381	0.00	640	357
9382	WD30009382	0.00	6528	3548
9383	WD30009383	0.00	391	212
9384	WD30009384	0.00	143	78
9385	WD30009385	0.00	612	332
9386	WD30009386	0.00	3635	1966
9387	WD30009387	0.00	1244	673
9388	WD30009388	0.00	5306	2863
9389	WD30009389	0.00	167	92
9390	WD30009390	0.00	1775	973
9391	WD30009391	0.00	5504	3101
9392	WD30009392	0.00	3138	1804
9393	WD30009393	0.00	4546	2545
9394	WD40009394	0.00	294	176
9395	WD30009395	0.00	2383	1449
9396	WD30009396	0.00	2158	1286
9397	WD30009397	0.00	1546	970
9398	WD30009398	0.00	10580	6149
9399	WD30009399	0.00	186	116
9400	WD30009400	0.00	9371	5647
9401	WD30009401	0.00	17391	10006
9402	WD30009402	0.00	8812	5475
9403	WD30009403	0.00	343	210
9404	WD30009404	0.00	2096	1304
9405	WD30009405	0.00	1825	1102
9406	WD30009406	0.00	468	271
9407	WD30009407	0.00	2164	1292
9408	WD30009408	0.00	97	56
9409	WD30009409	0.00	33	20
9410	WD40009410	0.00	2527	1578
9411	WD30009411	0.00	1358	772
9412	WD30009412	0.00	1986	1230
9413	WD30009413	0.00	657	372
9414	WD30009414	0.00	1898	1161
9415	WD30009415	0.00	4246	2637
9416	WD30009416	0.00	1951	1217
9417	WD30009417	0.00	5547	3428
9418	WD40009418	0.00	4192	2586
9419	WD30009419	0.00	662	405
9420	WD30009420	0.00	447	274
9421	WD40009421	0.00	1298	788
9422	WD30009422	0.00	4134	2522
9423	WD50009423	0.00	177	107
9424	WD40009424	0.00	410	248
9425	WD30009425	0.00	5714	3279
9426	WD30009426	0.00	1164	645
9427	WD30009427	0.00	2971	1714
9428	WD30009428	0.00	858	521
9429	WD30009429	0.00	712	433
9430	WD30009430	0.00	31	19
9431	WD30009431	0.00	1650	924
9432	WD30009432	0.00	1754	992
9433	WD30009433	0.00	1420	825
9434	WD30009434	0.00	907	510
9435	WD30009435	0.00	117	72
9436	WD30009436	0.00	10119	5721
9437	WD30009437	0.00	312	187
9438	WD30009438	0.00	24225	13715
9439	WD30009439	0.00	2898	1800
9440	WD30009440	0.00	4673	2750
9441	WD30009441	0.00	3000	1763
9442	WD40009442	0.00	2339	1423
9443	WD30009443	0.00	3019	1785
9444	WD40009444	0.00	2640	1584
9445	WD30009445	0.00	9716	5492
9446	WD30009446	0.00	758	427
9447	WD30009447	0.00	404	227
9448	WD40009448	0.00	1595	935
9449	WD30009449	0.00	2924	1684
9450	WD30009450	0.00	12396	7649
9451	WD30009451	0.00	6648	4124
9452	WD30009452	0.00	2252	1385
9453	WD30009453	0.00	1369	819
9454	WD30009454	0.00	1089	670
9455	WD40009455	0.00	135	81
9456	WD30009456	0.00	1616	980
9457	WD30009457	0.00	3959	2392
9458	WD30009458	0.00	234	141
9459	WD30009459	0.00	1101	656
9460	WD30009460	0.00	187	114
9461	WD30009461	0.00	463	279
9462	WD30009462	0.00	777	459
9463	WD30009463	0.00	1741	1003
9464	WD30009464	0.00	5482	3160
9465	WD40009465	0.00	3252	1980
9466	WD30009466	0.00	2280	1427
9467	WD40009467	0.00	3837	2348
9468	WD40009468	0.00	64	38
9469	WD50009469	0.00	228	144
9470	WD40009470	0.00	7411	4500
9471	WD40009471	0.00	862	523
9472	WD30009472	0.00	50	30
9473	WD30009473	0.00	413	238
9474	WD30009474	0.00	408	242
9475	WD30009475	0.00	1265	791
9476	WD30009476	0.00	2746	1637
9477	WD30009477	0.00	91	53
9478	WD40009478	0.00	500	299
9479	WD30009479	0.00	3160	1833
9480	WD40009480	0.00	2090	1264
9481	WD30009481	0.00	3012	1685
9482	WD30009482	0.00	1358	756
9483	WD30009483	0.00	4976	2858
9484	WD30009484	0.00	486	274
9485	WD30009485	0.00	23823	13659
9486	WD40009486	0.00	235	141
9487	WD40009487	0.00	252	151
9488	WD30009488	0.00	3586	2241
9489	WD30009489	0.00	613	373
9490	WD30009490	0.00	89	53
9491	WD30009491	0.00	142	86
9492	WD40009492	0.00	236	142
9493	WD30009493	0.00	1370	853
9494	WD40009494	0.00	448	271
9495	WD30009495	0.00	195	120
9496	WD30009496	0.00	431	274
9497	WD30009497	0.00	404	256
9498	WD30009498	0.00	40	25
9499	WD30009499	0.00	754	434
9500	WD30009500	0.00	5991	3399
9501	WD30009501	0.00	32068	18420
9502	WD30009502	0.00	1506	883
9503	WD30009503	0.00	4461	2589
9504	WD30009504	0.00	6729	3924
9505	WD30009505	0.00	3238	1881
9506	WD30009506	0.00	5291	3115
9507	WD30009507	0.00	328	186
9508	WD30009508	0.00	3921	2304
9509	WD30009509	0.00	10220	6018
9510	WD30009510	0.00	1608	947
9511	WD30009511	0.00	14305	8211
9512	WD30009512	0.00	16105	9229
9513	WD30009513	0.00	7526	4419
9514	WD30009514	0.00	3116	1966
9515	WD30009515	0.00	3437	2016
9516	WD30009516	0.00	850	503
9517	WD30009517	0.00	14864	8957
9518	WD30009518	0.00	3042	1807
9519	WD30009519	0.00	470	281
9520	WD30009520	0.00	5248	3180
9521	WD30009521	0.00	2428	1519
9522	WD30009522	0.00	19146	11551
9523	WD30009523	0.00	769	466
9524	WD30009524	0.00	5576	3386
9525	WD40009525	0.00	10578	6448
9526	WD30009526	0.00	5685	3401
9527	WD50009527	0.00	5451	3435
9528	WD30009528	0.00	541	325
9529	WD40009529	0.00	6581	3967
9530	WD30009530	0.00	1928	1223
9531	WD30009531	0.00	1458	924
9532	WD30009532	0.00	144	91
9533	WD30009533	0.00	51	32
9534	WD30009534	0.00	981	611
9535	WD30009535	0.00	232	146
9536	WD40009536	0.00	122	77
9537	WD30009537	0.00	998	593
9538	WD40009538	0.00	5799	3522
9539	WD30009539	0.00	1098	640
9540	WD30009540	0.00	964	565
9541	WD30009541	0.00	9801	5659
9542	WD30009542	0.00	3565	2065
9543	WD30009543	0.00	1739	995
9544	WD30009544	0.00	1575	887
9545	WD30009545	0.00	2482	1435
9546	WD30009546	0.00	1528	918
9547	WD30009547	0.00	4100	2366
9548	WD30009548	0.00	4373	2485
9549	WD40009549	0.00	555	334
9550	WD30009550	0.00	2480	1456
9551	WD30009551	0.00	4780	2718
9552	WD30009552	0.00	318	190
9553	WD30009553	0.00	1958	1155
9554	WD30009554	0.00	1514	949
9555	WD30009555	0.00	999	621
9556	WD30009556	0.00	16192	10026
9557	WD40009557	0.00	1567	966
9558	WD30009558	0.00	5490	3419
9559	WD30009559	0.00	2537	1555
9560	WD30009560	0.00	5537	3433
9561	WD30009561	0.00	936	590
9562	WD30009562	0.00	80	51
9563	WD40009563	0.00	562	354
9564	WD30009564	0.00	1920	1099
9565	WD30009565	0.00	3743	2131
9566	WD30009566	0.00	4232	2408
9567	WD30009567	0.00	3775	2327
9568	WD30009568	0.00	138	85
9569	WD30009569	0.00	873	525
9570	WD30009570	0.00	4922	3145
9571	WD30009571	0.00	8616	5192
9572	WD30009572	0.00	3611	2167
9573	WD30009573	0.00	24682	13898
9574	WD40009574	0.00	729	443
9575	WD30009575	0.00	11380	6293
9576	WD30009576	0.00	781	453
9577	WD30009577	0.00	2365	1292
9578	WD30009578	0.00	1211	707
9579	WD50009579	0.00	494	298
9580	WD30009580	0.00	5968	3382
9581	WD30009581	0.00	1543	901
9582	WD30009582	0.00	3106	1950
9583	WD30009583	0.00	394	238
9584	WD30009584	0.00	2720	1613
9585	WD40009585	0.00	963	575
9586	WD40009586	0.00	8370	5041
9587	WD30009587	0.00	1352	828
9588	WD30009588	0.00	5186	3220
9589	WD30009589	0.00	1718	1047
9590	WD30009590	0.00	340	216
9591	WD30009591	0.00	197	126
9592	WD30009592	0.00	1317	820
9593	WD30009593	0.00	1897	1093
9594	WD30009594	0.00	2007	1194
9595	WD30009595	0.00	3408	2124
9596	WD40009596	0.00	787	477
9597	WD30009597	0.00	12	7
9598	WD30009598	0.00	745	452
9599	WD30009599	0.00	155	98
9600	WD30009600	0.00	932	557
9601	WD30009601	0.00	664	403
9602	WD30009602	0.00	5577	3268
9603	WD30009603	0.00	13507	7840
9604	WD30009604	0.00	3210	1895
9605	WD30009605	0.00	726	405
9606	WD30009606	0.00	2770	1603
9607	WD30009607	0.00	638	382
9608	WD30009608	0.00	1008	598
9609	WD30009609	0.00	506	304
9610	WD30009610	0.00	3943	2394
9611	WD30009611	0.00	692	417
9612	WD30009612	0.00	4832	2781
9613	WD30009613	0.00	715	420
9614	WD30009614	0.00	592	347
9615	WD30009615	0.00	2315	1334
9616	WD30009616	0.00	9013	5602
9617	WD30009617	0.00	2735	1680
9618	WD30009618	0.00	604	360
9619	WD30009619	0.00	777	485
9620	WD30009620	0.00	130	78
9621	WD30009621	0.00	2101	1257
9622	WD30009622	0.00	2123	1214
9623	WD30009623	0.00	3660	2082
9624	WD30009624	0.00	11488	6816
9625	WD30009625	0.00	683	393
9626	WD30009626	0.00	7700	4722
9627	WD30009627	0.00	1044	597
9628	WD30009628	0.00	1245	699
9629	WD30009629	0.00	6768	3941
9630	WD30009630	0.00	5431	3363
9631	WD30009631	0.00	456	261
9632	WD30009632	0.00	1980	1136
9633	WD30009633	0.00	1500	853
9634	WD30009634	0.00	171	99
9635	WD40009635	0.00	13493	8164
9636	WD40009636	0.00	4849	2939
9637	WD30009637	0.00	1415	903
9638	WD30009638	0.00	3631	2230
9639	WD30009639	0.00	188	106
9640	WD30009640	0.00	70	43
9641	WD30009641	0.00	336	194
9642	WD30009642	0.00	866	497
9643	WD30009643	0.00	634	378
9644	WD30009644	0.00	458	264
9645	WD40009645	0.00	334	202
9646	WD40009646	0.00	1803	1079
9647	WD30009647	0.00	900	549
9648	WD30009648	0.00	235	135
9649	WD30009649	0.00	2776	1771
9650	WD30009650	0.00	90	53
9651	WD30009651	0.00	586	327
9652	WD30009652	0.00	1009	568
9653	WD30009653	0.00	1937	1152
9654	WD40009654	0.00	2138	1332
9655	WD30009655	0.00	908	534
9656	WD50009656	0.00	2168	1304
9657	WD30009657	0.00	522	309
9658	WD30009658	0.00	4601	2866
9659	WD30009659	0.00	638	353
9660	WD30009660	0.00	479	304
9661	WD30009661	0.00	11264	6310
9662	WD30009662	0.00	484	308
9663	WD30009663	0.00	6151	3613
9664	WD30009664	0.00	14313	8159
9665	WD30009665	0.00	1457	834
9666	WD30009666	0.00	1328	736
9667	WD40009667	0.00	849	512
9668	WD40009668	0.00	151	91
9669	WD30009669	0.00	819	458
9670	WD30009670	0.00	662	364
9671	WD30009671	0.00	4190	2311
9672	WD30009672	0.00	1503	834
9673	WD30009673	0.01	41569	27178
9674	WD30009674	0.00	329	214
9675	WD20009675	0.00	3978	2664
9676	WD20009676	0.00	2218	1447
9677	WD30009677	0.00	10184	6729
9678	WD30009678	0.00	3416	2207
9679	WD30009679	0.00	2692	1843
9680	WD30009680	0.00	34928	22052
9681	WD30009681	0.00	73	47
9682	WD30009682	0.00	113	72
9683	WD30009683	0.00	2723	1864
9684	WD30009684	0.00	2116	1451
9685	WD30009685	0.00	1176	813
9686	WD30009686	0.00	5741	3916
9687	WD20009687	0.00	2336	1560
9688	WD30009688	0.00	52	36
9689	WD20009689	0.00	3810	2557
9690	WD20009690	0.00	8380	5501
9691	WD20009691	0.00	660	429
9692	WD20009692	0.00	6852	4545
9693	WD20009693	0.00	401	276
9694	WD20009694	0.00	3522	2294
9695	WD20009695	0.00	2997	1931
9696	WD30009696	0.00	35055	23124
9697	WD30009697	0.00	24440	15860
9698	WD30009698	0.01	46084	29051
9699	WD20009699	0.00	28245	18373
9700	WD30009700	0.01	37492	24305
9701	WD30009701	0.00	12338	7795
9702	WD20009702	0.01	50312	32885
9703	WD30009703	0.00	33787	22057
9704	WD40009704	0.00	1773	1130
9705	WD20009705	0.00	32474	21344
9706	WD20009706	0.01	70161	46311
9707	WD20009707	0.00	12299	8008
9708	WD20009708	0.00	15599	10399
